Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[18844.547734813576, 18691.942452875042, 0]","[-2.7281438140348655, 2.754003514162929, 0]","[9038.734318117486, -24886.126432208403, -1867.5345024613434]","[2.011040414862908, 0.9656303870741996, -3.170264725764305]","[16617.077159221368, -20612.87834238246, -1867.5345024613432]",[[ 0.08636618  0.35359901 -3.17026473]],146.66587265981929,21.130794696055464,4.350482304255406e-05,-0.00013195972298034295,44.76710111198713,2.0056759866952265,44.72972123858876,[ 11998.39323751 -18242.12001284   8438.63812249],"[0.15757808723477507, -1.968171061314867, -2.5068988068867517]",2021-01-12 15:15:00,108274.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-19.11348777207627,-183.77708478215712,-3735.3846007036846,-92.29721642677983
"[-24051.77973798689, 11531.673880136386, 0]","[-1.674829983910444, -3.474938688934715, 0]","[22967.214670503035, 6588.645100545428, -11855.986549441815]","[-1.9424597448381071, 1.9824851873902039, -2.6789656564283675]","[19886.205769316257, 13245.452581256857, -11855.986549441815]",[[-1.48645343 -0.15032177 -2.67896566]],94.79029222651141,-43.72478536962999,8.375113715889576e-05,-8.771993081230224e-05,154.38377649739436,2.005623561115329,154.26739313727145,[ 22194.26535876  -1859.91763907 -21302.08456831],"[-1.485429834725349, -1.747367197577558, -2.0369593753018225]",2021-01-12 15:20:00,111552.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0,-15.529922267457835,-186.16612845190272,-2331.4188044638045,-91.102694591907
"[22926.58118521337, 13142.344041739865, 0]","[-1.9266192242783622, 3.3834498174196255, 0]","[8323.282043991348, -24570.045240196778, -5038.371231309777]","[2.0395466204977732, 1.3041948712235016, -3.049412996471007]","[15384.57901643312, -20887.289809266087, -5038.371231309777]",[[ 0.02467323  0.73958817 -3.049413  ]],152.30895805422713,14.950779524386183,2.5471301697411405e-05,-0.00012821466512465628,29.824150571555265,2.0056372339804955,29.657830913069237,[ 10735.79131688 -20456.43955378   6169.01607316],"[0.17698726102563386, -1.6035289508199702, -2.6914474665515407]",2021-01-12 15:20:00,66035.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-18.836132835713215,-183.9619880730658,-3977.453164371213,-92.20476478132547
"[-16261.697425105467, -21364.91923403307, 0]","[3.083106170172894, -2.275608531154407, 0]","[-3972.422512221029, 24802.418062857116, 9484.856068602041]","[-2.4336902412430717, 0.653024575438238, -2.886979140411798]","[-11309.238541543838, 22428.580115352837, 9484.856068602041]",[[-0.88158882  0.70865548 -2.88697914]],345.04304478229216,-33.820525699861406,-4.2043150779047604e-05,-0.00010717457655074359,232.73754155462632,2.0056421223683394,233.5647459859326,[ -6429.89977893  24069.02777875 -16690.78319045],"[-0.7161029616183406, -1.3777309226023702, -2.683858053023584]",2021-01-12 15:20:00,83639.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-15.886403139500544,-185.9284745372076,-2845.765649650964,-91.22152154925458
"[-11691.796478739501, -23998.67238567864, 0]","[3.482892369216505, -1.6507374765993357, 0]","[-11660.194377247251, -10120.849254213972, -21777.113184113452]","[1.8857747843692843, -3.3110535502114993, 0.5798718155462521]","[-8040.487675771866, -13181.13350503183, -21777.113184113452]",[[ 1.84016159 -1.99663936  0.57987182]],204.5425909605427,-29.575348931731426,-7.027186704404564e-05,7.809359419835099e-05,244.03010895362183,2.0056844994372867,244.6395419107259,[-10590.98192537 -23194.08319583 -14470.22148652],"[1.3878012642418784, -1.2744219345742018, 2.039331049241459]",2021-01-12 15:20:00,98812.312032,"GPS BIIR-8  (PRN 16)    
",0,0,0,-16.180713320409154,-185.7322677499352,2625.64155732379,-91.3196249428908
"[-24669.4785609444, -11329.276627958567, 0]","[1.6171981087838954, -3.4269863937977276, 0]","[-21451.68340565558, -5555.599706860653, 15681.080075758622]","[-0.7963238171948099, -2.972811790600771, -2.2108423512684663]","[-18755.473854295997, -11801.339311288719, 15681.080075758622]",[[-0.71753975 -1.7066233  -2.21084235]],284.5853554076175,24.91136803785665,-0.00013087809308073742,-2.821424323946465e-05,204.68543906101047,2.0055634174676493,205.25609745475288,[-20789.49678225   5409.58441619   9976.69032197],"[-1.05474799596553, -2.630662225225314, -0.5313880034850862]",2021-01-12 15:20:00,99656.662945,"GPS BIIR-9  (PRN 21)    
",1,0,0,-18.960109991591366,-183.87933663581373,-531.4475197666623,-92.24609049995153
"[-18416.066576617002, 19316.74017479327, 0]","[-2.803960105418386, -2.64586089876572, 0]","[-16587.58132909792, 4442.533852698305, 20430.467389490976]","[0.14770842151334151, -3.731581116476812, 0.9572130179656682]","[-17153.59730652075, -798.7870977502935, 20430.467389490976]",[[ 1.21450409 -2.26006794  0.95721302]],313.7267988412151,14.663021194598567,-1.2773540310910923e-05,0.0001119685860770047,133.63049394545146,2.0056769595938744,133.33902979547852,[-16948.36388509  16211.38155812   6136.67468231],"[0.7212091825511536, -1.1044109607711898, 2.3998578698081108]",2021-01-12 15:20:00,137967.622176,"GPS BIIR-10 (PRN 22)    
",1,0,0,-18.657067654814313,-184.08136486033175,3338.1642232637764,-92.1450763876925
"[23376.815061334863, -12166.190710266137, 0]","[1.7885249131895415, 3.470458399937197, 0]","[8523.141606768946, 13339.863436698532, 21068.83431639294]","[-3.6866498690289133, 0.9392058539360026, 0.8771590379832824]","[4074.749810365244, 15296.807292429708, 21068.83431639294]",[[-2.68237733 -0.52056252  0.87715904]],16.065363100509728,-2.8873981931339467,-0.00010851902161965234,2.2897825121724704e-05,332.50308266772277,2.005709145060853,332.7362620939794,[ 7148.0918504  24821.45333008 -1302.80631374],"[-2.7320516040957723, 0.6421817406767009, 0.5991978790942232]",2021-01-12 15:20:00,74369.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-17.81417665688855,-184.64329219228227,887.8462068444721,-91.86411272171726
"[4928.283949956586, 25983.845064917743, 0]","[-3.806940786622592, 0.801637815620902, 0]","[20463.899161817353, 16304.649096030113, -3851.6796335294166]","[-0.9796810743595656, 2.0953830557947604, 3.1281010505279387]","[14553.428104191451, 21744.20569866453, -3851.6796335294166]",[[0.01644638 0.63819482 3.12810105]],60.789511722299956,-45.833110293472856,-0.00010323029042581717,8.182839557843874e-05,79.26702674784315,2.005730857973161,78.10635936142793,[ 18733.00379217  10474.02267021 -22095.70676761],"[0.14798360234746735, 2.621096590098407, 1.8167368596849052]",2021-01-12 15:20:00,63623.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-15.53659683692507,-186.1616787389246,1691.7001972296634,-91.1049194483961
"[-26815.927890556453, -2415.8851896984165, 0]","[0.3476434124519504, -3.8052143033294636, 0]","[213.34542910013488, 15009.29625141121, 22351.86792298538]","[-3.795129876547803, 0.3824354309341262, -0.2263718131412445]","[-4349.8968795486635, 14366.728485359403, 22351.86792298538]",[[-2.68466711 -0.46966935 -0.22637181]],357.1998196712454,-2.083518612330091,-0.00010344073827238214,-8.625211179824258e-06,185.1494030322233,2.00580741837588,185.21954061435352,[-1286.89665743 26310.81737154  -958.33962796],"[-2.7237741370838267, -0.08887903121714752, -0.228967157942224]",2021-01-12 15:20:00,76285.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-17.566353590292408,-184.80850757001303,-276.3369639872834,-91.78150503285188
"[26222.348586717922, 1994.978415931123, 0]","[-0.2938884310236416, 3.9013527421504373, 0]","[-12936.952306783056, -22084.10110142107, 6043.115739220276]","[2.3639273851415643, -0.5485030047378233, 3.068862232187301]","[-5627.933443791577, -24967.95189033372, 6043.115739220276]",[[0.59823205 0.60485577 3.06886223]],220.47269312941756,40.20836687044555,6.468184059876552e-05,0.0001410067455415678,4.351291240855176,2.005576948517678,4.307736657127097,[-10666.42821923 -12500.84214771  13891.08219756],"[0.7103195938315479, 2.4700414297410482, 1.88042253277755]",2021-01-12 15:20:00,66879.954625,"GPS BIIRM-2 (PRN 31)    
",1,0,0,-20.210768011568007,-183.04556462249596,3011.913878763286,-92.6629765066104
"[26021.18292847917, -4146.787476697169, 0]","[0.6096957529164189, 3.8568357290903035, 0]","[16960.598556663546, -8322.31723601311, 18367.769047903712]","[-0.17988541381195383, 3.4906354891472406, 1.7406940776929625]","[18685.999710384476, -2785.0103053040584, 18367.769047903712]",[[-1.43340669  1.90897077  1.74069408]],65.53503195676598,29.829110876248425,-0.00015085833170288472,-1.5678197672924292e-05,350.94450613012464,2.005752310269549,351.0171958596817,[17707.04054923  8056.49191971 11154.36736842],"[-1.00794543328874, 2.7656389096881453, -0.253233940191663]",2021-01-12 15:20:00,92910.168193,"GPS BIIRM-3 (PRN 12)    
",1,0,0,-19.672778588097003,-183.40422423814329,-377.0350222421083,-92.48364669878673
"[-18641.596543915617, 19252.148333095953, 0]","[-2.783219877864096, -2.6448406402438787, 0]","[25967.81995116001, -5744.524681698608, -3290.455942745246]","[0.16824289805173187, 2.3354956412845924, -3.042802875248297]","[26486.777211304292, 2403.7199906062315, -3290.455942745246]",[[-0.3728943   0.34503069 -3.04280288]],99.69092563377436,-14.28487401242204,6.870317131111312e-05,-8.938753861462437e-05,134.06980931664043,2.0054817931958557,133.54205099383583,[26411.74049712 -4510.3363501  -6822.19480299],"[-0.2935385769662793, -1.8173600044830036, -2.4754360001573876]",2021-01-12 15:20:00,194783.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0,-16.944197567449066,-185.2232782519086,-3294.0722783382466,-91.5741196919041
"[-26346.11083187965, -3622.4362028855144, 0]","[0.5276765361883089, -3.8328962725932736, 0]","[19174.805454932757, -11883.248374108089, -14083.850462654042]","[2.648878921733589, 1.3257347412273333, 2.489056893122674]","[21876.10247356967, -5506.441384518733, -14083.850462654042]",[[1.72034676 0.47158938 2.48905689]],129.81230508477856,-20.496661154488002,-9.581240979249068e-05,6.336657148117117e-05,187.82876637053369,2.005607834937967,187.8386546415069,[ 20265.85146863 -16892.24586916  -9862.37645734],"[1.7806684810552327, 1.8065363496759894, 1.715529047648982]",2021-01-12 15:20:00,105520.321632,"GPS BIIRM-5 (PRN 29)    
",0,0,0,-16.702846750966557,-185.38417879623026,2117.3565848349544,-91.49366941974326
"[23159.915640425563, 12290.413896131866, 0]","[-1.8161545690831313, 3.4784129287196603, 0]","[-6179.925230001212, 15147.422177714894, -20489.023689076188]","[-2.955450735336169, -2.410222917619971, -0.9240727026949713]","[-10483.797026302542, 12558.896224972343, -20489.023689076188]",[[-1.16921065 -2.42871397 -0.9240727 ]],243.4222837259436,-74.74047481242279,-0.0001412805136910453,4.426401114194e-05,27.96140561413472,2.005704321851046,27.567572495159038,[ -7661.99215558  -3833.11339347 -31403.97278006],"[-1.6458987240848981, -2.17681614251579, 0.8198196819623156]",2021-01-12 15:20:00,116632.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0,-14.81738521344289,-186.64115315457937,773.3844351855289,-90.8651822405687
"[-17619.72960396176, -20012.224749635057, 0]","[2.9075443360033164, -2.5373456577215703, 0]","[13494.45326069614, 8066.8069725316345, -21535.328351558397]","[-1.4140807888654752, 3.5599043853896255, 0.46839442997198866]","[10411.420177548549, 11780.321448234452, -21535.328351558397]",[[-1.56833509  2.20396448  0.46839443]],123.05026656238498,-62.25360314001994,-7.829720778883697e-05,-6.908009994284783e-05,228.63919347055116,2.0054874803350318,228.8890775507863,[ 12621.23213736  -8212.07552908 -28624.30786806],"[-1.0789962315365282, 2.1086224165012544, -1.3878063122501008]",2021-01-12 15:20:00,291569.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0,-14.901063363948197,-186.58536772090915,-1428.2300834158862,-90.89307495740378
"[23251.22204829073, -12372.644071204137, 0]","[1.8198963312126117, 3.456664607440542, 0]","[13558.227398065304, -20712.92614227564, 8991.707763189892]","[1.397837447936839, 2.20002125734648, 2.9097267571134977]","[19202.74879923737, -15623.868858461465, 8991.707763189892]",[[-0.47473775  1.12010733  2.90972676]],115.938199076485,37.38674375293144,-0.00014385557309844744,9.048860712300934e-05,331.97805027657796,2.005623095034224,332.2347388355078,[15559.29659153 -7568.01187608 13222.19734475],"[-0.23300252450247913, 2.8811654224017316, 1.2613967645119268]",2021-01-12 15:20:00,110486.62128,"GPS BIIF-1  (PRN 25)    
",1,0,0,-20.05523871891478,-183.1492508175981,2111.9091525479835,-92.61113340905932
"[10591.349158274224, 24238.26404308702, 0]","[-3.5499915421810204, 1.5902133810440786, 0]","[-16867.074355621546, 1218.2098671790973, 20339.318774637522]","[-1.749789905914955, -3.256749794109724, -1.2095596763007657]","[-16441.795504763217, -3955.9566704030713, 20339.318774637522]",[[-0.96784613 -2.43513879 -1.20955968]],309.27116403705855,20.86029428624943,-0.00012747295251191746,3.34605972606056e-05,66.39940681714506,2.005614934174786,65.86899591069728,[-16904.4037104   13821.89274613   8320.9595323 ],"[-1.4502090747576537, -2.409722757085929, 0.6479132233920669]",2021-01-12 15:20:00,228873.981792,"GPS BIIF-2  (PRN 01)    
",1,0,0,-19.136175878941742,-183.76195937758013,764.7622513816573,-92.30477912906831
"[2164.098168444164, 26445.333199101056, 0]","[-3.861283155366234, 0.3572885327955687, 0]","[19985.896632742508, 1807.2564861164744, 17359.053219368318]","[1.3234391523232647, 3.1744339028530018, -1.7912679609978972]","[18495.849383954297, 7784.972433307381, 17359.053219368318]",[[ 0.86577388  2.07758103 -1.79126796]],53.05932518329207,7.423105693212871,2.8288225658624325e-05,-0.000109149027292117,85.32252838658496,2.005695043383626,84.71311689949633,[19705.43632507 14817.14694051  3212.19147785],"[1.2764458482257126, 0.08719570106227548, -2.576360064022137]",2021-01-12 15:20:00,144162.414049,"GPS BIIF-3  (PRN 24)    
",0,0,1,-18.327944646729918,-184.30078019905469,-3840.124806943649,-92.03536871833104
"[-26162.038737563667, -5750.564606734458, 0]","[0.8316898492180635, -3.749953883213542, 0]","[-21081.211828225747, -6273.5609634650045, -15288.760737652072]","[2.2901722441444363, -2.049236047872261, -2.3042579811670376]","[-18184.660898189704, -12373.082369671978, -15288.760737652072]",[[ 1.90164421  0.06811915 -2.30425798]],230.78024497958168,-24.216319762831674,-9.929715291948661e-05,-5.3412659519517405e-05,192.39815437024163,2.0056328059856616,192.5045646365733,[-20349.16566425 -16608.0609883  -11813.51749971],"[1.8746690443623162, -1.8365421210388528, -1.4294141349209806]",2021-01-12 15:20:00,155922.580705,"GPS BIIF-4  (PRN 27)    
",0,0,0,-16.412513145829195,-185.5777345329885,-1685.8868562739976,-91.39689155136413
"[24015.40596707697, 11071.758689145006, 0]","[-1.6219105574085533, 3.5367383760961744, 0]","[3803.833763960851, 21569.771811778537, -14818.885144238404]","[-3.0019942618351285, -1.0127380658109302, -2.258650982146472]","[-2918.7764210792066, 21707.255734426602, -14818.885144238404]",[[-0.97039001 -1.66285264 -2.25865098]],16.74452177174268,-80.11199253817038,-8.667295046220078e-05,-3.3846197852119177e-05,24.751759507662655,2.0055293621790877,24.63543283266712,[  1630.3555846    5418.95594582 -32464.15012651],"[-1.2930938373126089, -2.595555412662972, -0.6318547074517381]",2021-01-12 15:20:00,69905.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0,-14.657453460378122,-186.7477743232892,-691.9471614943503,-90.81187165621377
"[-70.11536552400304, 26560.41276357536, 0]","[-3.873919567805895, -0.0008233484044276375, 0]","[11710.886840669966, 22179.077608649863, 8740.943208286415]","[-2.491045932456749, 0.15900985638766055, 2.9625427463066685]","[4430.832371533798, 24686.516130488297, 8740.943208286415]",[[-0.62172714 -0.92726313  2.96254275]],22.483414450394573,-33.767692842774714,-5.319444471616036e-05,0.0001067824511446427,90.1512501367074,2.0056197531702,90.01217746679502,[  9437.00753927  22801.61821613 -16499.89343954],"[-0.7999376555063098, 1.4998394396166292, 2.6708804703534597]",2021-01-12 15:20:00,304364.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-16.018320159553525,-185.84052985717227,3083.605035642916,-91.26549388927224
"[-21971.640160586772, -14991.526123983625, 0]","[2.1834480702926626, -3.1931116707542917, 0]","[-17310.458767555807, 14218.513184407951, -14341.573377909432]","[-2.855971849387708, -1.096480240833122, 2.3673959310895825]","[-20808.031037550747, 8297.22509389478, -14341.573377909432]",[[-1.78371977 -0.39384639  2.36739593]],266.8599723057587,-53.8614573009686,9.272878927377394e-05,8.02021721399214e-05,214.3063381590821,2.005735435458603,214.36425673077477,[-18644.08155825  -1022.79110005 -25569.71232687],"[-1.8266066620484736, 1.6338406668197598, 1.7133030875727602]",2021-01-12 15:20:00,124255.032385,"GPS BIIF-7  (PRN 09)    
",0,0,0,-15.178572802218582,-186.4003614287289,1896.1067457669947,-90.98557810349392
"[26474.507814232842, 474.6135992173975, 0]","[-0.06943783618211259, 3.8852331283144457, 0]","[-16261.981748922848, 13051.201211622272, 16319.893339292614]","[-0.4552085209102566, -3.222247538015389, 2.123620512400972]","[-19454.848409158312, 7502.984529187091, 16319.893339292614]",[[ 1.09086302 -1.78982558  2.12362051]],318.16927995923425,-6.086820569602911,2.1236136270742362e-05,0.0001083259728551492,1.0270570703951307,2.0056306576616816,1.0238903330509046,[-17484.25303663  19533.98446376  -2795.57702451],"[0.6974197412661783, 0.055575324605211085, 2.900644567589357]",2021-01-12 15:20:00,178080.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-17.56394194794052,-184.81011533158096,3830.3171424165585,-91.78070115206792
"[12977.806466716891, -23091.467199527702, 0]","[3.3771273620938347, 1.9194272426836991, 0]","[-6338.341703506969, -19990.327829462465, -16181.827332987632]","[2.2673556633851604, -2.3746052244976745, 2.075942793831951]","[24.56606873340388, -20971.10342323608, -16181.827332987632]",[[ 1.35162848 -1.57667706  2.07594279]],189.41901909915822,-8.61668967704317,-3.6501844692612373e-05,0.00010193431648293321,299.3356190179252,2.0055559722367104,299.61258431134377,[ -4309.94867786 -25980.76420757  -3990.76647843],"[0.9966060106223729, 0.1335957582371099, 2.7588543324706833]",2021-01-12 15:20:00,338761.739713,"GPS BIIF-9  (PRN 26)    
",0,0,0,-17.43026182099311,-184.89923541621255,3704.207037973277,-91.7361411097521
"[-25700.812281830396, -7297.355326296925, 0]","[1.0581169111301048, -3.703061807005097, 0]","[-26230.390372419857, 2741.5408593628254, -4270.0961735101555]","[0.2778799668765978, -2.251471518076251, -3.112223782349118]","[-25825.995543183883, -5344.846076037968, -4270.0961735101555]",[[ 0.55803467 -0.17781613 -3.11222378]],263.7898872315046,-20.221258891410816,-9.095015448936759e-05,-7.487920669146182e-05,195.85191885413644,2.0055150633860497,195.9465358153655,[-26373.0504879   -2869.74002261  -9771.84710318],"[0.5092394413759929, -2.3716216094580727, -2.035938180661006]",2021-01-12 15:20:00,109049.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0,-16.654226953812838,-185.41659199433275,-2466.670791576271,-91.47746282069203
"[16250.629953467722, -20873.815419348586, 0]","[3.056865780065179, 2.404974287408486, 0]","[2883.398919899898, -25174.318427976446, 7598.608188421269]","[2.3880447690766093, -0.6136089030518332, -3.008164891659169]","[10384.352268692488, -23113.31922515967, 7598.608188421269]",[[ 0.77620529 -0.61750034 -3.00816489]],156.6891146510009,49.711730308607194,3.4166082580491664e-05,-0.00014023529833337087,307.8996169510783,2.0056370568673922,308.19431381111997,[  5383.46876462 -12493.74034184  16048.22595556],"[0.6318330048055434, -2.6409097086828432, -1.630717726553745]",2021-01-12 15:20:00,105300.644448,"GPS BIIF-11 (PRN 10)    
",1,0,0,-20.504088159314364,-182.85001785733172,-2554.2398256799293,-92.76074988919252
"[-16593.58405579621, -20834.656244162306, 0]","[3.0303450365210276, -2.395792086004692, 0]","[-1852.536804632662, -15263.035258419935, 21749.432055042194]","[3.800096116378, -0.6741005409909866, -0.16633919157806254]","[2864.9233702181627, -15105.772141637332, 21749.432055042194]",[[ 2.72398632  0.301541   -0.16633919]],355.5466391556165,78.22477557121493,0.0006565766866392009,8.47077309411196e-06,231.46560191609956,2.005690809847831,231.6697974362195,[ -318.75317288  4092.73343728 19692.67240302],"[2.7274983462214593, -0.30822288114903884, 0.06669801019147938]",2021-01-12 15:20:00,140383.56576,"GPS BIIF-12 (PRN 32)    
",1,0,0,-21.088317850028602,-182.46053139685554,213.5322520470843,-92.95549311943059
"[-23607.472397817364, 12225.326920275378, 0]","[-1.781473781475291, -3.4358767185431014, 0]","[-25314.745943418664, 7072.042082507514, -3990.141592065338]","[-1.0614531674256438, -2.033471587081288, 3.117243676231545]","[-26267.19112179016, -940.6444428884543, -3990.141592065338]",[[-0.46315716 -0.34421388  3.11724368]],271.0792675578585,-25.99630662390196,7.659153578979087e-05,9.125891518933285e-05,152.62220102800768,2.005721439500424,152.5936464486506,[-25894.52896236    487.82704727 -12629.7800367 ],"[-0.5242952777721883, 1.993882830389833, 2.4082673468243496]",2021-01-12 15:20:00,92340.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-16.406229162974427,-185.58192385489167,2893.635838663746,-91.39479689041254
"[12394.649632137687, 23474.479658483837, 0]","[-3.4257125578834438, 1.8134058931118961, 0]","[3853.8694871732914, -16933.94825616407, -20076.544054528284]","[2.960067482534824, 2.1617184989407927, -1.2605241340769333]","[8809.30956023922, -14966.862685228502, -20076.544054528284]",[[ 1.07340392  2.31542599 -1.26052413]],167.89735363894374,-20.036965324842285,-6.142750545444817e-05,-8.590927425945126e-05,62.16575898591759,2.00561041047055,62.10541171151436,[  5526.01238356 -25770.73733909  -9612.26112891],"[1.528747670885213, 0.5926063848247067, -2.3268138785263135]",2021-01-12 15:20:00,72653.448001,"GPS BIII-2  (PRN 18)    
",0,0,0,-16.75442126430525,-185.3497957873378,-2911.1494711218666,-91.51086092418949
"[18009.391045365057, 19498.937745048934, 0]","[-2.8458442383671696, 2.6320333744719675, 0]","[9632.432338821949, -24573.096302430822, -2815.3018238986624]","[1.9514103551485626, 1.123588270830759, -3.15530919829617]","[16632.963373869323, -20493.055995971998, -2815.3018238986624]",[[ 0.02422666  0.44972188 -3.1553092 ]],147.39271101062712,18.967380783027224,4.0972476582160346e-05,-0.00013024711691473657,47.274196093099135,2.0056759830841155,47.23520467769548,[ 12038.69953382 -18819.1147281    7678.16119112],"[0.11664524061571568, -1.880941329841014, -2.570460356207142]",2021-01-12 15:20:00,108574.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-18.99454493057914,-183.85638000982186,-3796.2051532461105,-92.25756881294744
"[-24535.26497911667, 10469.4834172588, 0]","[-1.5204302032338914, -3.54485408424122, 0]","[22357.578451611957, 7181.977173939493, -12654.927904684188]","[-2.0864928972737995, 1.9387250036518946, -2.6010750145484955]","[19418.790253628507, 13204.268076366581, -12654.927904684188]",[[-1.58624626 -0.14556403 -2.60107501]],96.23758277482686,-45.075494411119806,8.404427346204658e-05,-8.703365243790904e-05,156.89080595095834,2.0056235645875513,156.78516062205475,[ 21728.42910053  -2374.88462183 -21915.50636777],"[-1.5820850678220721, -1.675046001501921, -1.9985457321114182]",2021-01-12 15:25:00,111852.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0,-15.473715336029557,-186.2035997395216,-2275.126751312747,-91.08395894809759
"[22332.69015634077, 14134.446552822455, 0]","[-2.0717874042605446, 3.2959603534074704, 0]","[8920.940351453542, -24159.400224501926, -5939.009430187735]","[1.9842363032390062, 1.4604935157968213, -3.0142034906273976]","[15381.337818965672, -20656.094569417328, -5939.009430187735]",[[-0.01532319  0.83983458 -3.01420349]],152.73669147543586,12.839695233995574,2.3258363202927515e-05,-0.00012616153936299718,32.33119711160032,2.0056372300916068,32.15236941652039,[ 10780.39995944 -20919.50131248   5363.91062279],"[0.1585716725323823, -1.502607672650008, -2.7400738691981052]",2021-01-12 15:25:00,66335.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-18.71385121534081,-184.0435091533141,-4015.7876189020985,-92.16400424120134
"[-15301.393325087534, -22041.424696355614, 0]","[3.182818582917823, -2.1384794793607322, 0]","[-4714.187644912021, 24978.487166776642, 8591.196310286618]","[-2.4062469270996996, 0.4957576717466623, -2.9440836727480346]","[-11577.209246696402, 22629.99364450803, 8591.196310286618]",[[-0.79809263  0.64017211 -2.94408367]],344.2806928118437,-35.498862520144755,-4.174531054461601e-05,-0.00010798266034426937,235.24459420606763,2.005642119937784,236.09908276846141,[ -6650.46044874  23629.19829969 -17508.65022883],"[-0.6485623811430918, -1.4779975116668234, -2.6663253818413875]",2021-01-12 15:25:00,83939.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-15.815244486296166,-185.97591363934384,-2801.261632841709,-91.19780199818645
"[-10625.629676512342, -24475.570603156717, 0]","[3.553791905082713, -1.4967390529871683, 0]","[-11077.80245685863, -11113.984497958218, -21580.52834567426]","[1.9580107990464888, -3.243591750687053, 0.7176147734408553]","[-7487.713638854553, -13790.30467961278, -21580.52834567426]",[[ 1.78880946 -2.01249104  0.71761477]],203.35344762568405,-28.32201591193256,-6.597299183057792e-05,8.141217998528975e-05,246.53721457639926,2.0056844970067313,247.1593416663788,[-10176.03536581 -23567.9484353  -13835.13220936],"[1.334281744490238, -1.1821805371922354, 2.1417450411398464]",2021-01-12 15:25:00,99112.312032,"GPS BIIR-8  (PRN 16)    
",0,0,0,-16.25013473601149,-185.6859868062003,2765.5829700690806,-91.34276541475823
"[-24139.109558202013, -12391.017415199254, 0]","[1.7695991094224015, -3.3529206455400935, 0]","[-21680.007824128465, -6480.8041690367145, 14973.65556285357]","[-0.6616479632253249, -2.935228272569454, -2.3065590874777664]","[-18966.847614930946, -12340.269587155024, 14973.65556285357]",[[-0.70554505 -1.6195114  -2.30655909]],282.21687400499604,24.41689052134243,-0.00012941255336919256,-3.4770936145164426e-05,207.19239332998052,2.005563412884316,207.81709604940875,[-21107.68517694   4570.15043405   9804.40890831],"[-1.0250092865217424, -2.6377236521437006, -0.6577200855166319]",2021-01-12 15:25:00,99956.662945,"GPS BIIR-9  (PRN 21)    
",1,0,0,-18.94218287895319,-183.89128804423916,-693.9655780975717,-92.24011479573879
"[-19247.648045314127, 18496.743601991842, 0]","[-2.6843411553471332, -2.765956086302557, 0]","[-16526.882828495196, 3307.9907180801365, 20700.74444401451]","[0.2528793487645138, -3.756197028549463, 0.826581168022336]","[-16788.2967568624, -1494.5737255943586, 20700.74444401451]",[[ 1.19450322 -2.30761598  0.82658117]],313.4549358391098,16.563997479980156,-1.7955538033002398e-05,0.00011238505146891218,136.13759014246966,2.005676955635541,135.85861994012964,[-16734.74395389  15855.68253528   6856.7149169 ],"[0.691813601233785, -1.2256969820499732, 2.3354285952511025]",2021-01-12 15:25:00,138267.622176,"GPS BIIR-10 (PRN 22)    
",1,0,0,-18.76036621628981,-184.01249915268141,3276.909015591836,-92.17950924151766
"[23882.590207988655, -11130.158616825163, 0]","[1.6364948136055333, 3.545400724685409, 0]","[7426.749047167974, 13604.45015703886, 21307.765729738967]","[-3.7379591708624886, 0.8525279461567448, 0.7408366294564687]","[3281.9037115181995, 15148.160730375424, 21307.765729738967]",[[-2.72193423 -0.47725825  0.74083663]],14.233308663281456,-2.539326177629908,-0.00010935513220385439,1.785807759855188e-05,335.01021909522933,2.0057091389497423,335.223614812354,[ 6341.64185159 25000.79963836 -1143.86526094],"[-2.7618050828538863, 0.5837394434075642, 0.46606998897876817]",2021-01-12 15:25:00,74669.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-17.836930085143194,-184.6281232401125,702.9248738885261,-91.87169719780213
