Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[3789.577245847647, 26197.804141993725, 0]","[-3.8348969580867505, 0.6343132389309137, 0]","[20152.52040403209, 16913.23347903751, -2916.211963000145]","[-1.1099215055024227, 1.988867961818878, 3.1498041917394963]","[14555.001330308052, 21916.51162083272, -2916.211963000145]",[[-0.02829201  0.53303476  3.14980419]],59.07389822724201,-44.55047351486254,-9.877409948999178e-05,8.444539752126998e-05,81.77419031744512,2.005730853389828,80.60604956422522,[ 18770.15258735  11245.32156253 -21540.27040385],"[0.0824781741086876, 2.5688736563659686, 1.8974399680972711]",2021-01-12 15:25:00,63923.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-15.578554795986577,-186.1337067662169,1785.9725263468388,-91.11890543474992
"[-26682.790126039254, -3586.0952195498044, 0]","[0.5160707237657756, -3.7863184401119336, 0]","[-956.3077068571379, 15112.581202058052, 22260.42975359961]","[-3.7927907159555123, 0.28760422604961555, -0.3668224583907954]","[-5185.791670932456, 14227.164150479191, 22260.42975359961]",[[-2.6821355  -0.41719338 -0.36682246]],355.3573349109156,-2.279413982355248,-0.00010294858103529004,-1.3740255142440276e-05,187.65666230133024,2.0058074121953244,187.7607869960133,[-2133.58903244 26273.26747015 -1049.23116582],"[-2.710452254060924, -0.1499933210363158, -0.3652539549336802]",2021-01-12 15:25:00,76585.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-17.55601084131854,-184.8154027359956,-443.2921649023297,-91.77805744986058
"[26111.10488162049, 3140.0234569177233, 0]","[-0.4625502911688997, 3.884803582292082, 0]","[-12229.737967260124, -22224.42790850602, 6939.586359485265]","[2.4450354132693466, -0.40570413404463357, 3.0270212467585558]","[-5454.696948728956, -24773.735443121044, 6939.586359485265]",[[0.65354283 0.69915666 3.02702125]],221.62664073584742,42.50721096691864,6.823170153125505e-05,0.00013974289730933048,6.858262429974388,2.0055769540732333,6.789714998530801,[-10456.79391786 -11766.74603945  14428.24776619],"[0.7839249705250991, 2.4990565922185803, 1.7941498487505845]",2021-01-12 15:25:00,67179.954625,"GPS BIIRM-2 (PRN 31)    
",1,0,0,-20.310447906617156,-182.97911135912986,2883.355757049803,-92.69620313829346
"[26176.428468811, -3004.4927669638505, 0]","[0.44176674142503647, 3.8798425814827544, 0]","[16891.400095478646, -7284.142857419213, 18864.09949657522]","[-0.2887933089239477, 3.54084416694684, 1.6209124964153228]","[18261.00300450463, -2216.732645652208, 18864.09949657522]",[[-1.43876309  1.98349628  1.6209125 ]],63.01519253312856,29.524062042476906,-0.0001479605186072944,-2.4132148878818045e-05,353.4516965165292,2.005752307977882,353.50436783530984,[17408.66160322  8864.34242987 11063.52040613],"[-0.9977844211181292, 2.7355729234933843, -0.39079541510881466]",2021-01-12 15:25:00,93210.168193,"GPS BIIRM-3 (PRN 12)    
",1,0,0,-19.65759681132414,-183.41434542265853,-598.1219443771851,-92.47858610652911
"[-19473.63774989248, 18425.76282010029, 0]","[-2.662682652883625, -2.7639959052311256, 0]","[25994.117889524816, -5025.668568154461, -4216.609218931482]","[0.003915568583167106, 2.369556361796766, -3.01906270068923]","[26355.212322200678, 2520.77227515127, -4216.609218931482]",[[-0.48168734  0.35233204 -3.0190627 ]],100.87139290361736,-15.812287329898915,6.804456498861498e-05,-8.95630206537155e-05,136.57666155969764,2.0054817956958555,136.07195327842166,[26307.20641248 -5052.34881493 -7586.43662432],"[-0.3984740421450024, -1.7795592587148583, -2.47896902597804]",2021-01-12 15:25:00,195083.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0,-16.85378515103224,-185.28355319618646,-3268.0479653865887,-91.54398221976514
"[-26162.214194160373, -4771.346044307897, 0]","[0.6950431399106971, -3.806141659915428, 0]","[19952.829969221915, -11473.27109985734, -13322.005145778821]","[2.5241623119128116, 1.4001820034245311, 2.5764111244298196]","[22380.969054927355, -5370.623583336111, -13322.005145778821]",[[1.63428819 0.42405499 2.57641112]],128.17211413693715,-19.443892003081135,-9.432297910791948e-05,6.619679056942737e-05,190.3357761604301,2.005607828896301,190.3488008722672,[ 20787.88764433 -16342.07810652  -9334.60880852],"[1.6866440812782961, 1.8466204207422958, 1.7982879552908444]",2021-01-12 15:25:00,105820.321632,"GPS BIIRM-5 (PRN 29)    
",0,0,0,-16.76045432261924,-185.3457737484618,2230.4210875749427,-91.51287194362747
"[22607.11076616269, 13295.642099194773, 0]","[-1.964097830327675, 3.3957059014388506, 0]","[-7038.051044434369, 14428.52606437175, -20739.793372382246]","[-2.9127237429318336, -2.5058282212409426, -0.7907997086229479]","[-10826.70831392044, 11853.223780035736, -20739.793372382246]",[[-1.22203004 -2.43698024 -0.79079971]],241.33003767521677,-73.4101692737256,-0.00010899411920180192,4.906578960133236e-05,30.468536020181546,2.0057043278232682,30.042759827715543,[ -8143.3381268   -4452.80014892 -31153.4901142 ],"[-1.699286182770621, -2.0821296979270683, 0.9136502002079526]",2021-01-12 15:25:00,116932.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0,-14.83540550948112,-186.62913962388723,865.5440422229883,-90.87118900591479
"[-16724.268331122956, -20759.680737236416, 0]","[3.0167319935523085, -2.4077216011050298, 0]","[13054.21595563389, 9134.71095955354, -21373.113881521174]","[-1.4984853395289506, 3.5052162338399486, 0.6048107725491902]","[9942.685545603399, 12449.839463710494, -21373.113881521174]",[[-1.51963569  2.21423303  0.60481077]],121.57024008524584,-63.55735538062815,-9.270750916171449e-05,-6.474913605371598e-05,231.14605281888726,2.005487477001698,231.40537070561513,[ 12300.98228242  -7558.81019735 -29030.4660876 ],"[-1.0292260182339312, 2.2034487233619013, -1.2897380178939062]",2021-01-12 15:25:00,291869.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0,-14.869175823032094,-186.6066260815199,-1316.9887381975618,-90.88244577709843
"[23765.74015016286, -11341.735924658153, 0]","[1.668567940789167, 3.532991122103552, 0]","[13957.502591681441, -20044.614549152568, 9841.08366232353]","[1.3092755266032374, 2.331202795071298, 2.8491115045890174]","[19050.647649999763, -15286.310056270986, 9841.08366232353]",[[-0.51715617  1.21688523  2.8491115 ]],113.45801913007602,38.82779183833449,-0.0001523734727987779,8.431652403394482e-05,334.48507914424226,2.0056230932286683,334.7204688463396,[15480.24047484 -6717.51755625 13581.26511678],"[-0.2545046385093832, 2.9133881679230003, 1.1459028370916076]",2021-01-12 15:25:00,110786.62128,"GPS BIIF-1  (PRN 25)    
",1,0,0,-20.124006470633873,-183.10340564978537,1928.0660526089798,-92.63405599296568
"[9524.732164718567, 24688.407487804856, 0]","[-3.6144540931631037, 1.4334284514128366, 0]","[-17371.740668580045, 247.80551535911854, 19959.94002154522]","[-1.6400721583862854, -3.261448259970701, -1.338698651573065]","[-16734.43242383398, -4668.784947068587, 19959.94002154522]",[[-0.99258061 -2.37158711 -1.33869865]],307.07400289122376,21.342614812940283,-0.00013053299786992167,2.631677170461449e-05,68.9064254823029,2.0056149300775634,68.36660632705507,[-17338.03950067  13100.29394809   8491.0886973 ],"[-1.461275700192776, -2.4511332354901207, 0.5083059609091548]",2021-01-12 15:25:00,229173.981792,"GPS BIIF-2  (PRN 01)    
",1,0,0,-19.156704945652507,-183.74827333310628,553.816805590727,-92.31162215130523
"[1005.4859919319368, 26527.037078594876, 0]","[-3.8714102813132008, 0.18805124583049337, 0]","[20363.166892838708, 2756.3407566373253, 16805.913184853012]","[1.1945313171554084, 3.159854726312003, -1.9004193953584594]","[18755.56562743395, 8395.518939727346, 16805.913184853012]",[[ 0.86563217  2.0009074  -1.9004194 ]],53.57242323927105,5.574836492773261,3.135548766497837e-05,-0.00010757900413786458,87.82964719472079,2.005695049633626,87.21892258018457,[20085.7241165  14823.40040262  2436.61069462],"[1.2604614735155473, -0.04259039167435397, -2.602684435631591]",2021-01-12 15:25:00,144462.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0,-18.21370256939599,-184.37694158394396,-3843.27817451478,-91.99728802588639
"[-25883.13478181631, -6888.705088492091, 0]","[0.9963867766264742, -3.7099567429033584, 0]","[-20362.391943318424, -6892.498471575353, -15976.776367462178]","[2.4213204360065794, -2.0075719575711033, -2.2053180777840686]","[-17586.599534178924, -12363.052117434647, -15976.776367462178]",[[ 1.98822881  0.04048395 -2.20531808]],229.01755119265462,-25.039577085732123,-0.00010085444605340604,-4.9835652553210774e-05,194.90519537399155,2.0056328000134394,195.03268883256615,[-19761.94244056 -17168.16924834 -12228.95838666],"[1.953673230391781, -1.8000549796679033, -1.3270582377759879]",2021-01-12 15:25:00,156222.580705,"GPS BIIF-4  (PRN 27)    
",0,0,0,-16.37061227308027,-185.60566844815443,-1550.2439955377338,-91.38292459378114
"[23510.323518518897, 12112.688635418368, 0]","[-1.7742335977535537, 3.4624309153148425, 0]","[2907.709243876895, 21248.12823136631, -15476.266072296086]","[-3.0235053161243277, -1.1499721878397027, -2.1615532085258944]","[-3212.0333017390994, 21204.258262246105, -15476.266072296086]",[[-1.02936287 -1.72288878 -2.16155321]],14.92005218661611,-81.60913218476193,-0.00013662651042631533,-2.8423557945393312e-05,27.258671213771777,2.0055293675957544,27.13143161569721,[  1239.47781294   4651.747799   -32636.6666959 ],"[-1.3632009242925704, -2.5615133260739475, -0.5296967604414347]",2021-01-12 15:25:00,70205.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0,-14.643174521799324,-186.75729361567508,-586.5592441701077,-90.80711201002084
"[-1231.991536502534, 26534.740664075845, 0]","[-3.869764308018223, -0.17026755678132405, 0]","[10952.51228752424, 22205.539938884158, 9621.160837966734]","[-2.563372465291546, 0.017363859086141104, 2.9039433432983515]","[4234.808876458729, 24394.874936461863, 9621.160837966734]",[[-0.68500526 -1.01615312  2.90394334]],21.56703432751903,-32.13732401016272,-5.344467463229457e-05,0.00010584669787095898,92.65827482560962,2.0056197490729777,92.51936607325486,[  9184.94392208  23237.57354261 -15696.98014504],"[-0.8802201259384224, 1.4059853747771425, 2.6801313323292164]",2021-01-12 15:25:00,304664.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-16.096214621486297,-185.78860021588378,3113.4144363621353,-91.29145870991651
"[-21293.839064620945, -15937.58070291361, 0]","[2.3213429008112483, -3.094534965959031, 0]","[-18152.885281692634, 13875.083136282361, -13615.758689210863]","[-2.7429437208803984, -1.1860195703872354, 2.456500934547169]","[-21332.681441183267, 8183.023806517676, -13615.758689210863]",[[-1.69956669 -0.35684758  2.45650093]],268.4453781314652,-52.54346404074244,9.150440543895042e-05,8.177104820226339e-05,216.81350745496775,2.005735437958603,216.8750866500094,[-19181.00709223   -520.57120564 -25045.69601889],"[-1.736623949947733, 1.7093075944505514, 1.7642757107771252]",2021-01-12 15:25:00,124555.032385,"GPS BIIF-7  (PRN 09)    
",0,0,0,-15.224150473568955,-186.36997631449532,1959.84417403644,-91.00077066061071
"[26428.549342113267, 1632.2025202191642, 0]","[-0.23879637351679203, 3.878488586264736, 0]","[-16382.145286169041, 12078.317172003, 16937.2924492338]","[-0.35070489006556416, -3.302694662181908, 2.01715430006478]","[-19126.556659367867, 6959.544542615102, 16937.2924492338]",[[ 1.1038904  -1.87254681  2.0171543 ]],318.50875095329667,-4.24389064257614,1.7913438240313917e-05,0.00010876869457910327,3.5340953902589263,2.005630654120015,3.5232050552697918,[-17275.35829821  19532.25093816  -1934.97018275],"[0.6930703333270567, -0.07855339844927656, 2.882256048521098]",2021-01-12 15:25:00,178380.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-17.671668650968115,-184.73829752956254,3835.432041023255,-91.8166100530771
"[13972.537450067166, -22497.02486420955, 0]","[3.2908735752731277, 2.0653311173678333, 0]","[-5656.129289348351, -20679.39760966022, -15547.303512125414]","[2.3057432413896963, -2.2444432296263184, 2.177490345918696]","[414.8833614296818, -21434.951733854075, -15547.303512125414]",[[ 1.28272626 -1.53207578  2.17749035]],188.82308855313505,-6.874991515932391,-3.3909959905875134e-05,0.0001039059063680958,301.8425639817892,2.0055559699450436,302.1125122744219,[ -4023.91863247 -25923.83083739  -3163.07769152],"[0.9384087640336561, 0.24579609180259165, 2.791608910613199]",2021-01-12 15:25:00,339061.739713,"GPS BIIF-9  (PRN 26)    
",0,0,0,-17.534476623635157,-184.82975888111787,3774.1158270148167,-91.77087937729947
"[-25355.053651131228, -8413.801843874844, 0]","[1.2200977314349777, -3.6532161313823144, 0]","[-26120.837751042855, 2055.829217079013, -5210.202350545861]","[0.4439705095447998, -2.266691662708955, -3.082146276493863]","[-25637.966765487647, -5405.484133530683, -5210.202350545861]",[[ 0.67192772 -0.17945628 -3.08214628]],262.1898676525839,-21.42796119351352,-9.192398797912246e-05,-7.378806387803611e-05,198.35881267950617,2.005515057205494,198.46792232962852,[-26201.61264266  -3593.89510065 -10379.33365243],"[0.6203347902446517, -2.368783585995939, -1.996839042890064]",2021-01-12 15:25:00,109349.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0,-16.590081532798706,-185.45935560834215,-2401.7738298063186,-91.4560810136873
"[17144.393580022588, -20138.568796403255, 0]","[2.949839620094075, 2.5364123249420394, 0]","[3590.9654246769733, -25332.838839187418, 6696.598245431682]","[2.367295190604254, -0.45174128221096144, -3.0539784807498247]","[10599.803188767384, -23287.16231516551, 6696.598245431682]",[[ 0.70037327 -0.53767588 -3.05397848]],157.28072868549535,47.21351273190898,3.31191911794617e-05,-0.00014336006343781198,310.4066632699489,2.0056370533257257,310.6911059651073,[  5558.34128773 -13275.09897386  15549.06591612],"[0.5741349486294547, -2.605356050015023, -1.7288410991024588]",2021-01-12 15:25:00,105600.644448,"GPS BIIF-11 (PRN 10)    
",1,0,0,-20.41236749468146,-182.911164967087,-2702.389234348124,-92.73017633431489
"[-15663.815045738873, -21537.143483933036, 0]","[3.1330196258662326, -2.260923097296438, 0]","[-704.7871151586442, -15451.670189870649, 21678.39511357803]","[3.808235750963513, -0.5763360405134881, -0.3045693048225837]","[3688.101938093271, -15021.609122476311, 21678.39511357803]",[[ 2.72056969  0.25379301 -0.3045693 ]],7.217355898244017,78.49023642379288,0.0006848713483604651,8.700746718742607e-07,233.9727154301454,2.005690812625609,234.18386274593294,[  504.04800837  3980.25413418 19702.63422798],"[2.7142876509023672, -0.43739556480249225, -0.0006741173752758678]",2021-01-12 15:25:00,140683.56576,"GPS BIIF-12 (PRN 32)    
",1,0,0,-21.094166481814284,-182.45663230899845,100.90518868908987,-92.95744266335917
"[-24120.164446831383, 11181.172084207961, 0]","[-1.6292855289645218, -3.5105126436422944, 0]","[-25609.44433671959, 6454.231360983437, -3049.622996735655]","[-0.8990721140163183, -2.076602597110631, 3.1396912815653106]","[-26389.686393896274, -1041.7263212797052, -3049.622996735655]",[[-0.35191104 -0.32162152  3.13969128]],272.3947229268361,-24.54959534596824,7.636547566086629e-05,9.117122908949106e-05,155.12935282894568,2.005721442000424,155.1032381620568,[-26035.26983276   1088.79900174 -11902.57815048],"[-0.4107817131744056, 2.0088519252540915, 2.425018650718943]",2021-01-12 15:25:00,92640.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-16.481862036345944,-185.53150193931066,2931.5930882914467,-91.42000784820304
"[11356.500788302938, 23995.292025213006, 0]","[-3.5015535011294108, 1.6618280636735439, 0]","[4736.974149903987, -16270.130435636045, -20434.972009780377]","[2.9326357361222612, 2.267743986470969, -1.1311650125105535]","[9139.466425308761, -14269.766008947827, -20434.972009780377]",[[ 1.13215912  2.33724933 -1.13116501]],166.8134312331087,-21.40184350823495,-6.493797521825528e-05,-8.310222291789811e-05,64.67277199627154,2.00561040609555,64.61109158861639,[  5993.10696893 -25578.71153463 -10296.6343235 ],"[1.5907445647992602, 0.6891588776723887, -2.2402331931688293]",2021-01-12 15:25:00,72953.448001,"GPS BIII-2  (PRN 18)    
",0,0,0,-16.679163940180615,-185.39996733675423,-2788.352159469482,-91.48577514948128
"[17139.72846088044, 20268.675127978157, 0]","[-2.9580966610710204, 2.5050313872058134, 0]","[10207.736654415376, -24213.033494685933, -3757.7392852029334]","[1.8880487310885596, 1.2793918857884936, -3.134317549122815]","[16630.889851541757, -20344.09942382713, -3757.7392852029334]",[[-0.03369277  0.54782044 -3.13431755]],148.07621104998483,16.820929103766307,3.846323926140042e-05,-0.0001284648405933542,49.781291069697545,2.005675979473004,49.74076289707412,[ 12067.45482334 -19369.2465144    6899.11762406],"[0.08024967665842689, -1.788752616925497, -2.6304206895031648]",2021-01-12 15:25:00,108874.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-18.874881057836546,-183.9361559249836,-3850.1316458541087,-92.2176808553666
"[-24971.654503117665, 9386.99290194791, 0]","[-1.3631203594776582, -3.6079488389315992, 0]","[21704.8579125504, 7761.5959357389675, -13429.666261326664]","[-2.2265028488357377, 1.8912413707727778, -2.518190437670317]","[18921.447767617632, 13165.182978257431, -13429.666261326664]",[[-1.68342579 -0.1362703  -2.51819044]],97.68989851569827,-46.4219697126284,8.430057310073949e-05,-8.627502877351325e-05,159.3978354088631,2.0056235680597734,159.30312772415726,[ 21233.74581293  -2867.10312981 -22517.25889157],"[-1.6752459875159305, -1.596451062288233, -1.9592523960743684]",2021-01-12 15:30:00,112152.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0,-15.41910540388281,-186.24000636095275,-2218.522453661481,-91.065755637382
"[21696.08920876114, 15099.893228325913, 0]","[-2.212990309070022, 3.2022044014611155, 0]","[9501.767034264214, -23702.615441006532, -6828.5801557639425]","[1.9251537769928175, 1.6139897843512583, -2.9732573127320894]","[15367.047824227491, -20394.886532794848, -6828.5801557639425]",[[-0.05087701  0.94050962 -2.97325731]],153.12593059470757,10.750278530070915,2.1012784071043383e-05,-0.0001241432541263681,34.83824364678435,2.005637226202718,34.64725529953421,[ 10820.40091004 -21352.11999716   4544.75806327],"[0.14459136532840822, -1.3980566612008527, -2.7842300158587765]",2021-01-12 15:30:00,66635.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-18.59162068846331,-184.12499617123243,-4046.5723257295967,-92.12326073224217
