Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-3509.741999664516, -26370.124104865048, 0]","[3.8402921557224547, -0.46101141808404783, 0]","[-15266.780355134648, 16272.057922994301, -14486.106542097039]","[-2.9942195566338707, -0.8444537826266589, 2.2982433345026965]","[1300.5287430319331, 22274.71832481288, -14486.106542097043]","[[-2.67319037181974, 1.5913849880941602, 62.8222771243437]]",0.8254911841086896,-1.3259804565110342,0.004399138279487089,0.0012309031440374861,262.4206481771753,2.0054819211958557,263.1540653989878,[  5875.84817864   5422.61575459 -32004.72581589],"[6.174214891139117, -42.16549893178733, 46.26301683141337]",2021-01-12 19:36:00,210143.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[19148.88566775084, -18370.99652814674, 0]","[2.6819039952878643, 2.800379187959221, 0]","[2374.7036716555085, 14486.892862771023, 22105.74706740745]","[-3.8402772201017354, 0.5324075492543756, 0.05954586938484363]","[12145.337281775703, 8246.215171670543, 22105.747067407454]","[[-2.2564067965344474, 3.1527472614036984, -92.29991445692073]]",0.6113462451320881,0.22419263559759542,-0.0021160128647193456,-0.0030323116984073313,316.1876579078969,2.005607525604634,316.2380240357876,[13587.34256843 19384.88416989  5397.9537474 ],"[-15.937384005424242, 64.53412664466407, -64.1533450800091]",2021-01-12 19:36:00,120880.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[-24647.521489798943, 10802.579032902899, 0]","[-1.5552557978191563, -3.4924510555834187, 0]","[-11917.821726754659, -22692.266303643963, 8198.939239073137]","[2.480428865495206, -0.28326502229283945, 2.895387459850484]","[-24666.00142559159, -6968.629591168892, 8198.93923907314]","[[1.5013904422232403, -1.994641112991784, -31.36039231813534]]",4.8859856983092795,0.017794822604546373,0.0007495610767798477,-0.0009257067165124166,156.32649199749062,2.0057046276288237,155.99789809913634,[-25573.67704516   4484.64667008    462.07208014],"[-2.7404743136612937, 20.239089161626715, -23.928561244272192]",2021-01-12 19:36:00,131992.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26370.517049284215, -1386.3856339178144, 0]","[0.20338302809755515, 3.8911565723609343, 0]","[-15835.093893890142, 14173.806667627967, 15674.15836633378]","[-0.6651591141504165, -3.1586958336214943, 2.1823538004344476]","[-612.9751943230076, 21243.146082695865, 15674.158366333784]","[[-2.7495695541600087, -1.6910538972225249, -63.305449139193406]]",0.14504607515351342,-0.3609255456391086,-0.0006628605621419581,-0.0012032383367606987,356.9903867506605,2.005487309668365,357.0080368667088,[ 3790.46380019 25949.30417806 -9898.76615983],"[-11.534522153108547, 41.303368738703455, -46.67961242625758]",2021-01-12 19:36:00,306929.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-4774.66432361735, 26171.260558454316, 0]","[-3.8111901704467264, -0.6586759331575373, 0]","[-986.5945419537252, 24659.356266029317, 9933.533025895596]","[-2.42675910709795, 1.0750355285981672, -2.8132122828893507]","[17213.02409847978, 17685.276973525943, 9933.533025895598]","[[-0.8899768102088462, 2.5005604229695533, -44.316254302126985]]",0.8839474202584325,-0.32880454918063623,-0.0011073297623954946,-0.0009200309633306692,100.33792540054628,2.005623002589779,99.805817714864,[20496.34720471 16808.076158   -9043.8552615 ],"[-7.609436344975102, 31.718960684830865, -30.11609649520246]",2021-01-12 19:36:00,125846.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-25934.209833716093, -6831.121473018884, 0]","[0.9867912606705543, -3.7073522092413578, 0]","[1276.4138445341282, -18382.56073370455, -19485.88434861248]","[2.974875901469336, 1.8627323179618684, -1.5487282130767674]","[-12459.363785617288, -13576.15650648236, -19485.884348612482]","[[3.3987057009071195, -0.8766172917208734, 79.86475023353614]]",3.7567417446086364,-0.4696755533151822,-0.001673717588091621,0.0024431401876297584,194.75875589144243,2.0056147243970077,194.9042021589395,[-14996.09994141 -21222.56880418 -13189.47752662],"[14.93025919772948, -54.23878872380155, 56.79735157774583]",2021-01-12 19:36:00,244233.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-22296.350997241905, -14860.015899181552, 0]","[2.1485920177781983, -3.1824943046162826, 0]","[-5522.534422207611, 16052.458534495609, -20730.83521882246]","[-3.0574321615691797, -2.167991487249303, -0.8346491157320137]","[7846.738761708677, 15053.521257555241, -20730.835218822464]","[[-3.6770023495884745, 0.7264518101731685, 85.7803269393869]]",2.0024825650221416,-1.200979652678823,0.004177084385862386,0.0022233330088005173,213.68702140313712,2.005695363383626,214.02288989916624,[ 10788.3719319   -4969.80933693 -30640.98096096],"[8.619096339927722, -58.597501253478725, 62.16394930722382]",2021-01-12 19:36:00,159522.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[20432.024536202167, -16686.603156422083, 0]","[2.4505274360704905, 3.0343616334607098, 0]","[25187.60438423611, -7209.428871879444, -3085.299381324792]","[0.9465713162231764, 2.0146290205584254, 3.2027656627327374]","[12102.04957399232, -23236.429919075596, -3085.299381324793]","[[2.1131302826157325, 0.6995768405722363, 16.093376639838336]]",2.8072696984372953,0.38527357902323617,-3.5049608420314803e-05,0.00035726671363065063,320.75864416843524,2.0056325002078843,321.07698612221054,[  7038.64154276 -20263.11891776   8699.16609372],"[4.275832358047618, -10.01814004387708, 12.05427835774529]",2021-01-12 19:36:00,171282.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-23790.527293258867, 12066.255425320465, 0]","[-1.752301797118576, -3.4362367589187177, 0]","[-18526.47181698831, -18980.731920829698, -2843.4779134547844]","[1.4064698717264417, -1.846234614988611, 3.080835097481341]","[-26520.81403554334, 380.4801285129215, -2843.477913454785]","[[-0.37169416031241476, -2.290978656567099, 14.961097942054526]]",4.799214486243543,-0.4561303828097011,-0.00044808429076256037,0.00027370530421331807,153.10564756179087,2.0055296395124214,152.98105661493443,[-25869.64696385   2251.80657099 -12740.63775382],"[2.1262172081502184, -11.864685278019545, 9.161311861448484]",2021-01-12 19:36:00,85265.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-20822.809015044037, -16569.537363583117, 0]","[2.4121440561176355, -3.021919518202629, 0]","[-20721.61075690839, -12976.074085915725, 10505.964623783027]","[0.2133148483913183, -2.6225403444609774, -2.8332340953560338]","[-23674.641565680795, 6105.325362381151, 10505.96462378303]","[[-1.7560286437032717, -1.9594857706457995, -46.727938033704206]]",5.317104915238563,-0.24407555324673927,0.0007545218224607551,-0.0010706469401641648,218.51090762671083,2.0056195433924224,218.59733981065756,[-21901.79532014  15135.9466951   -6630.21605554],"[-8.140752261263266, 30.043753281631393, -34.95031409498018]",2021-01-12 19:36:00,319724.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[25310.800782996168, -7896.285896288799, 0]","[1.153742288521838, 3.7051707317770357, 0]","[-4651.551645560083, -14678.525130235965, 21584.52998149757]","[3.7604570638382424, -0.9438322838111852, 0.16599611744137766]","[-13851.20129301682, -6726.087677886062, 21584.529981497573]","[[1.9029630449143253, -3.3779562398920415, -90.01578034137516]]",5.403272430759969,0.5343113001232807,0.0020076916546530473,-0.003869266134793324,342.6734101244326,2.0057355634586034,342.70411260630806,[-14942.22361261  12354.56561043  11472.49177217],"[-10.569490985187386, 59.24710422371489, -67.05176409755337]",2021-01-12 19:36:00,139615.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-16887.10932472377, 20567.622921852733, 0]","[-2.9940518492901553, -2.446366860003863, 0]","[7699.407671138312, -25444.506989127272, 1223.829887919219]","[2.1456037173286076, 0.48670258677087785, -3.1793965732791425]","[-13163.251190581028, -23096.16055754284, 1223.8298879192191]","[[1.8296402736625246, -1.221847449060613, -8.292649142158664]]",4.062525168672444,0.3491190939396226,0.00016398415197558608,-0.00023763785511165785,129.38741335807617,2.005630476328348,129.25155439377184,[-17652.23941731 -13415.51711028   8071.12136671],"[0.7801873907264444, 5.159547191151664, -6.810205939056401]",2021-01-12 19:36:00,193440.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[10061.49791598783, 24520.608922870055, 0]","[-3.583957097888228, 1.4920216384427254, 0]","[16043.6614548663, -369.657036427594, 21094.034300219086]","[-0.6628340256948169, 3.7785180739694115, 0.5952556326087284]","[10772.302619729628, -11895.092074965596, 21094.03430021909]","[[2.285426536135613, 3.0811318259463496, -87.53719327907157]]",1.0421424505561916,1.0952376238299866,-0.006319044016861065,-0.0034120906445359984,67.69119748640787,2.0055558549033767,67.39745064941172,[ 8081.45425703  4720.45978332 18173.74710134],"[-10.798669905324804, 62.182754079113906, -60.77968886372109]",2021-01-12 19:36:00,354121.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[21438.19831777512, -15458.081928306958, 0]","[2.265732120264285, 3.165811002875073, 0]","[17563.703284152136, -13795.886429897808, -14132.886774262754]","[2.8177613455881394, 1.1057830339028691, 2.448135255243071]","[2076.730470573364, -22237.29628333821, -14132.886774262757]","[[2.7413711418127007, -1.283518360443141, 61.496390505038406]]",3.2408229475468624,-0.05257591057326304,-0.0006116239595058442,0.0017539187923580782,324.20487278462133,2.0055147469416053,324.40966727540723,[ -2563.76393177 -25751.64771826  -1361.86462191],"[11.708455437656001, -42.166490971746484, 43.311288259078395]",2021-01-12 19:36:00,124409.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[6298.740085797355, 25759.41785020376, 0]","[-3.7631464777152424, 0.9453223526986287, 0]","[10985.04157853789, 12279.210209122728, -20779.114341275395]","[-1.8011937465784889, 3.2982019272774457, 0.9656453269405897]","[16468.761136019315, 479.6337006195499, -20779.1143412754]","[[1.1535591996661092, 3.5765536538231606, 87.78233515726843]]",2.3660086592808742,-0.7004925539799367,0.0013147865911138752,0.0029775113210418333,76.26038278792475,2.005636875534059,75.89849314494593,[ 16212.35435561 -16533.74038486 -19523.62009584],"[13.209632798808839, -56.95655112798833, 65.58443173081781]",2021-01-12 19:36:00,120660.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[26438.394933298823, -78.52589801996935, 0]","[0.0115063191489167, 3.8916911854902123, 0]","[21528.395456056365, 5743.418190011093, -14231.52239038544]","[-2.1633565431635056, 2.175022028256102, -2.394694202263606]","[18982.07553951, -11667.882054170543, -14231.522390385444]","[[0.08939590794579488, 3.0664051799933727, 57.06566800986441]]",2.4833352123588686,-0.23027474457096545,0.0006139861547523462,0.001866877126364944,359.8298182974718,2.0056909520700534,359.8305994254855,[ 16160.949635   -20898.23428685  -6193.26379178],"[7.830956451839904, -36.64152056179726, 43.15062444202964]",2021-01-12 19:36:00,155743.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[5061.476413669023, -26067.22335263069, 0]","[3.802963013522877, 0.7426243654010766, 0]","[9993.922801979867, -15326.168025163284, 19244.447445811275]","[3.54979217573053, 0.45815297707530184, -1.484280967010525]","[-4242.763569762421, -17798.002039514646, 19244.447445811278]","[[2.7752238431096914, -2.260323264915028, -81.88901802263686]]",4.9033657639668675,1.1677510277061713,0.006525547504944826,-0.0033084645070318047,280.98837725203487,2.0057215675004243,281.0494047845434,[-7829.38688096  1513.67838403 18702.15754315],"[-8.714459304355097, 54.6854896845813, -60.43324927838414]",2021-01-12 19:36:00,107700.05088,"GPS BIII-1  (PRN 04)    
",1,0,0
"[-26144.281111384145, -4857.2603177953315, 0]","[0.7076139257141326, -3.8041317260558443, 0]","[13524.831100798958, 22170.223147173558, 5716.341655753118]","[-2.2743638987846557, 0.5939784023472118, 3.0735312216568267]","[25393.09566165923, 5443.394475732244, 5716.341655753119]","[[-1.1341433795821767, 2.0589464007350475, -20.809770652567355]]",1.4160338948085585,-0.09757591241683132,-0.0006035610920307264,-0.0005194692683761905,190.52481808803282,2.00561018647055,190.53726192673398,[25969.86257806  4051.55769954 -2572.85632798],"[-4.4053959493234744, 15.368613855405883, -13.526651129977225]",2021-01-12 19:36:00,88013.448001,"GPS BIII-2  (PRN 18)    
",0,0,0
"[-26507.491273057374, 2022.208569933507, 0]","[-0.2946810948650427, -3.8591488494243347, 0]","[4500.645625354983, 21329.899268082863, -15215.650076810287]","[-2.3099078052964988, 2.1119155716316063, 2.2768410877824325]","[18573.355569136245, 11412.750620863695, -15215.65007681029]","[[-0.057241759200822084, 3.1293106000640685, 65.84896218927128]]",1.822947408707872,-0.8186182301253123,0.001840651407197476,0.0019054905435441727,175.63745309403816,2.0056757981952265,175.6334218707577,[ 20531.002573    -5289.49489778 -22659.01782859],"[8.940094460147813, -42.60205526632799, 49.50779010401412]",2021-01-12 19:36:00,123934.550401,"GPS BIII-3  (PRN 23)    
",0,0,0
"[6078.9392938858255, -25825.378231062765, 0]","[3.7709088365836485, 0.9058986824107107, 0]","[-24773.014642333503, 6494.990082655122, -6929.394856200718]","[-1.3540172458753872, -1.9995955745398242, 3.03457751800327]","[-12236.803138797492, 22497.728765041473, -6929.394856200718]","[[-2.3843074758385083, -0.3831749267734259, 31.986106156914563]]",5.764994706074864,-1.0946658567847176,-0.0006181184765821078,0.0004429325636114284,283.2450960324743,2.005623739587551,283.508528176785,[ -7323.14939574  12843.98586194 -28669.65334286],"[2.3197441438610498, -22.519449132441306, 22.72522673426309]",2021-01-12 19:37:00,126972.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-24877.654752355786, 9705.739881730748, 0]","[-1.408033896265467, -3.5865608383350103, 0]","[5595.418040610902, 22599.51094855961, -13078.703852674767]","[-2.207486627609194, 1.9799804454596042, 2.46021509722931]","[20298.00005161653, 11403.411422369843, -13078.703852674767]","[[-0.06951769345555636, 2.9645382550698254, 57.104015459063525]]",1.7518372336478816,-0.745911365305463,0.0015401579862526543,0.0016318511550357235,158.6863364333716,2.0056370340916065,158.5660473303825,[ 22216.48509063  -4066.61890091 -20868.8368446 ],"[7.696115521041427, -36.77208786072833, 43.10736899387509]",2021-01-12 19:37:00,81455.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[26063.15622033948, 727.6532658527291, 0]","[-0.10813188867675794, 3.944145922019177, 0]","[-10516.173428906408, -11380.362834007654, -20969.383148309993]","[2.032005218796053, -3.2941980310077095, 0.766285640489137]","[-15494.668184475859, -133.49034980660508, -20969.383148309993]","[[-1.0081797419661875, -3.7368916875658114, 88.37793274057398]]",4.029716259894384,-0.883243130209315,-0.0028905901569109497,0.0024555870022487463,1.6000439033980456,2.005641997437784,1.5701518084906834,[-15187.75469616 -12349.03366672 -23835.7330891 ],"[12.266551443298455, -62.95185487364937, 60.92811719584013]",2021-01-12 19:37:00,99059.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[25590.01206168783, 5857.439512482811, 0]","[-0.8644393449181561, 3.822643000907083, 0]","[17100.57596632187, -11397.674207061798, 16334.675976261553]","[0.147741108006043, 3.2752853822626227, 2.147215201876228]","[3409.448634769011, -20266.038974529256, 16334.675976261553]","[[2.4874680951503847, 2.1358427483939413, -66.10027958634315]]",3.38851851735035,1.3928282060984685,0.005344617224913903,-0.0019495141853538593,12.89533402907341,2.0056843745067314,12.741478960300126,[ -852.42761083 -3381.71108052 19388.83743513],"[-7.380581964912959, 46.978135593604506, -46.028013960751146]",2021-01-12 19:37:00,114232.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[23261.662283430935, -11565.488537121848, 0]","[1.7251672373219116, 3.5642875911701797, 0]","[8475.128349647932, -12566.801040238011, -21097.70528665989]","[2.964428346433661, 2.6069672547435183, -0.3102166031247604]","[-3350.539473664151, -14782.63082686406, -21097.70528665989]","[[3.92990750575376, -0.3740864668290367, 87.83756996375912]]",3.394113529018626,-0.44916402546282863,-0.0012145594800557114,0.002973858971448239,333.54288106519243,2.0055631818843165,334.179016879585,[ -6333.25380838 -24544.74677744 -12218.67489084],"[16.52085050335754, -59.198765643605256, 62.87758309402435]",2021-01-12 19:37:00,115076.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[-3472.2517961741614, -26355.44057122216, 0]","[3.8408648744352405, -0.4786625271921503, 0]","[11225.839451090365, -22829.76153966079, -7710.272167688131]","[1.7608727726408862, 1.874372268924477, -2.8926486953426136]","[-8943.645139435836, -23816.56345821701, -7710.272167688131]","[[2.5717588080831506, 0.0009782575459522658, 29.321443604055368]]",3.7239894711939403,0.11000406326417109,-0.000655603500166188,0.0007881783469877335,262.495232063259,2.0056767561355406,262.89604186839847,[-13672.60862059 -20760.12651768   2745.57102138],"[6.728902062442919, -19.412511759242683, 21.076936769394564]",2021-01-12 19:37:00,153387.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[-5245.25902581497, 26081.336869595743, 0]","[-3.798080185234381, -0.7299536516063859, 0]","[-24932.139270972384, -3425.0958200253813, -8625.892716102466]","[1.2833921847408147, -2.117293325166433, -2.971231882959558]","[-19573.26029362817, 15818.670344924625, -8625.892716102466]","[[-0.6635039292123173, -2.3853278727604614, 33.06839137258999]]",5.181880086823658,-0.9773476978533365,-0.0011040673909036695,0.0004763761389339613,101.36988514706309,2.005708830949742,100.87943936364611,[-15881.55085973   8057.12144015 -26400.02268103],"[4.456318760723823, -24.308078642781066, 22.11124307438694]",2021-01-12 19:37:00,89789.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-23846.475567973506, -12743.796957240718, 0]","[1.8263043877638065, -3.337835390063353, 0]","[-18756.75024849297, 622.5891391170917, 19464.209739438378]","[-1.6279627288744893, -3.0836639250756948, -1.5222637611488352]","[-12394.2698417823, 14092.032224259685, 19464.209739438378]","[[-3.361770690530528, -0.9261445209618273, -82.84518407371635]]",5.9339770161285355,-0.14755881043205335,0.00017357934960507562,-0.001907247609901897,208.13522680450433,2.005730622389828,208.68028659585292,[-9214.37648109 25305.0756103  -4002.92684653],"[-15.054539212587878, 55.005887009016156, -60.19299804383701]",2021-01-12 19:37:00,79043.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[18280.388488556317, -18909.525245442, 0]","[2.7855707328643518, 2.7464626533733765, 0]","[-20465.20306306976, -7140.121628073256, -14897.545939657008]","[2.444614110582671, -1.9344533395087515, -2.363094061134406]","[-19220.1797236427, 10019.509202911757, -14897.545939657008]","[[0.2651132416033164, -3.106117003836631, 59.879964224904064]]",4.6864642593792745,-1.0143441761476566,-0.00257391430689905,0.0011737178772334388,314.02251945738567,2.0058071006953244,314.5976991723675,[-16734.57388353   -433.93637837 -26912.72029171],"[9.324160565832933, -42.86054090863244, 40.88229966880776]",2021-01-12 19:37:00,91705.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-18309.40673281115, 19488.12560013509, 0]","[-2.82344726112196, -2.6142427008291884, 0]","[20841.722273870488, 11183.738215908896, 12472.691228881631]","[0.03603607321406388, 2.8646473162087873, -2.5687772364183097]","[22424.13648969795, -7524.060772915592, 12472.691228881631]","[[2.1117752386728723, 1.9359514937526283, -54.68061164777869]]",1.5673653463435464,0.482499658983068,-0.0019137793578301884,-0.0015433209898483955,133.20961935658806,2.005577234073234,132.7981483043728,[20385.08396842    69.94109904 10677.60973448],"[-6.077730217375507, 38.99215949582298, -37.958523236252596]",2021-01-12 19:37:00,82299.954625,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[-13257.780415251345, 23133.98572206576, 0]","[-3.3612839557135836, -1.8953258337604044, 0]","[-11710.518407178924, 23834.672210710767, -2392.1112371417776]","[-1.8359589925924513, -1.1909570202744466, -3.1782645894316364]","[9343.799267201037, 24858.021964974563, -2392.1112371417776]","[[-2.125276094635304, 0.5218482233310646, 6.816154609757037]]",0.7793711994247081,-0.8665273682212018,0.00012165652860395339,0.00010201583155155022,119.81408828088593,2.005752192477882,119.41811345585198,[ 14279.35675247  14452.52486458 -23913.11497667],"[-1.1775935819183563, -4.708617945851765, 5.262250289235736]",2021-01-12 19:37:00,108330.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[-3278.4324728659362, -26396.86399525611, 0]","[3.8446187138284182, -0.42737942056644546, 0]","[-15446.43829599792, 16220.599871053613, -14347.202934868328]","[-2.974643923666246, -0.8651635654300542, 2.316620762293912]","[1237.4223202749854, 22364.460695714995, -14347.202934868328]","[[-2.667881781451461, 1.5746178164086502, 62.26030491898743]]",0.8064884571998432,-1.3232800803917044,0.004256386937686439,0.001213564228200494,262.9220186575367,2.0054819216958557,263.65634405448856,[  5832.65067672   5591.67261196 -31974.99232239],"[6.1011573422782375, -41.793935698100746, 45.8474143329875]",2021-01-12 19:37:00,210203.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[19308.76947202582, -18202.58204790726, 0]","[2.6573381880588727, 2.823741491414714, 0]","[2144.6227554836187, 14518.223981716465, 22108.467549516106]","[-3.8431640535800926, 0.5138797922557482, 0.031302914145942884]","[12046.527965578922, 8382.087945204954, 22108.467549516106]","[[-2.2580672657774272, 3.1520016825572026, -92.33952378935632]]",0.6062660358473515,0.2195123306967068,-0.002102799774923023,-0.003024730581675186,316.68905978914677,2.0056075243963005,316.7389649546596,[13518.74645306 19497.01061971  5293.29083713],"[-15.944588810026831, 64.56020173115587, -64.18233461117123]",2021-01-12 19:37:00,120940.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[-24742.35777540701, 10587.050285767296, 0]","[-1.5241482204039285, -3.5059230422374905, 0]","[-11764.582943371035, -22708.833033615745, 8376.956037816759]","[2.495344925969026, -0.254669725024788, 2.8849473491640496]","[-24603.360428386663, -6983.635529650141, 8376.956037816759]","[[1.523699736531465, -1.9924713501823585, -32.114599893944835]]",4.890320957524017,0.023495872618288057,0.0007687654673186359,-0.0009494398657371755,156.8279181545472,2.0057046288232683,156.5059120260644,[-25515.48954724   4588.54817342    609.23778961],"[-2.82733100645308, 20.758243961194978, -24.46917727149866]",2021-01-12 19:37:00,132052.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26381.5740132842, -1155.5869356586784, 0]","[0.16952523050395057, 3.89278808229067, 0]","[-15873.935201557013, 13985.956264486456, 15802.975579583055]","[-0.644807354212891, -3.176769572639726, 2.1621508771834304]","[-683.4922505707054, 21145.25076131207, 15802.975579583055]","[[-2.756169577436781, -1.706215315283676, -63.8638599891054]]",0.141509996626346,-0.3557158036416168,-0.0006622784006448173,-0.0012201490916576244,357.49175857799446,2.0054873090016985,357.50647046199157,[ 3701.23758063 25980.48734577 -9749.71477475],"[-11.618958082448094, 41.671177718399164, -47.09153867511298]",2021-01-12 19:37:00,306989.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-5003.944248532314, 26130.599008207148, 0]","[-3.8049587302837327, -0.6920054416719927, 0]","[-1132.666354095811, 24723.13556453142, 9763.77474946225]","[-2.42540860576307, 1.0435663980139869, -2.8257644520540977]","[17236.649275782325, 17759.906727107882, 9763.77474946225]","[[-0.901030057889307, 2.481890925635822, -43.61954372846299]]",0.8868849749020082,-0.33467977264889365,-0.0010929705783701237,-0.0009024965378797197,100.83933115114837,2.005623002228668,100.30813639306182,[20534.88568529 16739.03362065 -9213.24692331],"[-7.5173765377376105, 31.229638078139264, -29.628280211810726]",2021-01-12 19:37:00,125906.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-25872.84982450169, -7057.6191393368545, 0]","[1.019533504295742, -3.698574474095572, 0]","[1458.3240176940171, -18267.91534447064, -19579.85970286359]","[2.973147535778212, 1.8858955468650902, -1.5240385243238612]","[-12310.51311002067, -13575.5186619642, -19579.85970286359]","[[3.410529858185922, -0.8743536867949648, 80.28207596286886]]",3.750225409036079,-0.47129527874519167,-0.0016739459444596082,0.0024603604860538113,195.26015957243908,2.0056147235775637,195.4104351180921,[-14850.3308566  -21309.56531137 -13236.07451506],"[15.00145181486634, -54.51862158753634, 57.09889905096504]",2021-01-12 19:37:00,244293.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-22164.295121318737, -15053.767223074858, 0]","[2.1767206785961304, -3.1635689200614285, 0]","[-5709.01007249378, 15919.459316776003, -20780.99864985113]","[-3.050326362118166, -2.1882189758057966, -0.8083860606770843]","[7687.896835864448, 15063.805070015584, -20780.99864985113]","[[-3.6836585706230305, 0.723500336271595, 86.01617655144875]]",2.0082582925339256,-1.2055990565271977,0.004221603217474693,0.002228097671027633,214.1884452441393,2.0056953646336257,214.52872792954636,[ 10635.08440918  -4973.8553201  -30706.85545841],"[8.646908350002164, -58.761379457765585, 62.3314261182805]",2021-01-12 19:37:00,159582.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[20576.28343672561, -16506.378028657917, 0]","[2.4241759444963598, 3.055691075706102, 0]","[25242.669876166543, -7089.917657867381, -2895.6244267797465]","[0.914165374129525, 2.023817621554755, 3.206608935222972]","[12125.058892414432, -23247.41408690324, -2895.6244267797465]","[[2.1006682112668655, 0.7202285489660819, 15.304743802574022]]",2.804517832484377,0.3929199914200822,-3.663731199267704e-05,0.00034000682519000786,321.26005229333805,2.0056324990134398,321.5749865329886,[  7058.88409407 -20142.39672074   8846.28189614],"[4.147263338546268, -9.469756873782572, 11.501766408304363]",2021-01-12 19:37:00,171342.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-23895.656614558065, 11857.840533548697, 0]","[-1.7220023289302822, -3.451437964747458, 0]","[-18440.64401473649, -19091.73072939773, -2656.9255235848923]","[1.429958520436358, -1.8220436383839473, 3.0843300171994303]","[-26540.975985947043, 357.94920791711775, -2656.9255235848923]","[[-0.34800034714668004, -2.289873391419216, 14.185163060172764]]",4.803609879572597,-0.45104873251668054,-0.0004268292423263119,0.0002562432734789966,153.60702997180454,2.005529640595755,153.48459563662516,[-25894.02999843   2368.65039364 -12594.11495857],"[2.0377515691903283, -11.331213894707389, 8.60433818772173]",2021-01-12 19:37:00,85325.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-20676.735546224038, -16750.900896824533, 0]","[2.43857891153732, -3.0006946816925892, 0]","[-20707.968635284316, -13133.522324458896, 10334.926224058978]","[0.2397051374557515, -2.6059087529391083, -2.846509564179502]","[-23753.06993047151, 6091.062512001461, 10334.926224058978]","[[-1.734391197912079, -1.9596188798264942, -46.02660230909376]]",5.311778847013386,-0.24848106135046466,0.0007472138454670293,-0.0010519002328478137,219.0123125124569,2.005619542572978,219.0996930660628,[-21981.47818772  15018.65768569  -6754.72509285],"[-8.018796555944975, 29.571076935324747, -34.44628644397698]",2021-01-12 19:37:00,319784.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[25378.819096381932, -7674.440021058702, 0]","[1.1213331067156889, 3.715126112923768, 0]","[-4426.524069253283, -14734.398722898923, 21593.630248354806]","[3.7662612700245983, -0.925026682211796, 0.1383895019633432]","[-13767.066975295456, -6867.640639897611, 21593.630248354806]","[[1.9058423008076675, -3.3775972882129093, -90.08140855065848]]",5.400800145491975,0.5411576275872023,0.0020264412567243682,-0.0038826303756416647,343.17484401535967,2.0057355639586034,343.20468418827784,[-14889.15958345  12248.84234537  11587.40669445],"[-10.576156453724625, 59.29259256534111, -67.09868811187245]",2021-01-12 19:37:00,139675.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
