Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[894.3732484526719, -26544.802198857094, 0]","[3.8717089803116163, 0.13409511097707497, 0]","[8730.786544570794, 13214.342338771676, -21320.904065045743]","[-2.5766661120106704, 2.8092775863575286, 0.6905527619368457]","[15028.429774848979, -4999.17749590318, -21320.904065045743]",[[-26780.41830045  15432.84676205 -21855.35800287]],0.3527254403381516,-0.5385385673339107,-845502300.1368445,-0.15188278962370586,[ 10472.45785195  28448.4759205  -18111.43039498],"[-27262.21771096623, 6677.874194919057, -3976.0236548681846]",2020-10-09 17:45:00,"GPS BIII-2  (PRN 18)    
",0,0,0
"[11190.872956697496, 24034.2308466079, 0]","[-3.5119159588688817, 1.651900528558878, 0]","[-26353.49699567243, -1418.298204369391, -2522.204635541859]","[0.40680393811583704, -2.191866070428069, -3.176879403384822]","[-8323.771128904831, 25044.624331202165, -2522.204635541859]",[[ 34128.02835586 -19465.21437497  27779.15627976]],-0.3220692154098209,0.7001268095145976,597288315.4759637,0.5621757310622365,[-6232.01981697 18676.2193995  16587.71047988],"[34757.90935635738, -8321.222822493668, 5162.479418785895]",2020-10-09 17:46:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-26715.111169047937, -3731.487152376383, 0]","[0.5359579628892952, -3.7761907181392984, 0]","[14875.70498740834, 10014.718752767709, -20150.43350832675]","[-2.893867259255568, 2.2772321077200983, -0.9932841945401059]","[13585.893102926122, -11704.900647391541, -20150.43350832675]",[[-30472.52441381  17382.58684764 -24807.22700996]],0.36305510248412454,-0.7546464405011454,-745387786.2097265,-0.2054900018022369,[  8363.11867236  22014.30008252 -22143.7504502 ],"[-31035.110744956986, 7434.014464193834, -4610.290221791806]",2020-10-09 17:46:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
"[-26462.642587700968, -3592.558416371319, 0]","[0.5211517473703473, -3.8174187494392493, 0]","[1633.3534035678413, -24312.533858098464, -10927.52409090526]","[2.4206779179114397, 1.3651692142883332, -2.6685045412089528]","[-23019.274244484408, -7992.5064403694705, -10927.52409090526]",[[ 27918.95826408 -15922.94656908  22722.16796083]],1.256321677733953,-0.4470600511164987,-416571871.27814376,-0.18169849806261573,[-25949.37710282  -8440.51267287 -13082.6035724 ],"[28433.957647762418, -6804.583043082714, 4221.800824853649]",2020-10-09 17:46:00,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[-19840.45281695046, -18196.632826965546, 0]","[2.618919377795374, -2.7831697393754133, 0]","[18108.19664867437, 6622.722815411957, 18788.1284556019]","[0.500892033003103, 3.3658353993912096, -1.7392618379778682]","[11167.368256896607, -15718.051074217114, 18788.1284556019]",[[-30474.48980433  17381.83045947 -24811.1569282 ]],-0.8091211488804739,0.1287649732278992,234936082.16066718,-0.07446186933991854,[ 10599.87908231 -10108.52180975   1896.53611171],"[-31037.655352529877, 7434.871028440341, -4613.555152031637]",2020-10-09 17:46:00,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[-13757.086908281732, -22897.69080994487, 0]","[3.3209699196518674, -1.9511162083343132, 0]","[-6296.455364013311, -24352.90152697896, 8991.803028097544]","[2.4853040479954753, 0.47139635270670777, 2.9046075351636604]","[-25151.211807535645, -354.55260008286405, 8991.803028097544]",[[ 37607.07447224 -21448.82659096  30614.69307469]],0.9123161729731117,0.19822921095241702,-949315647.2645297,0.33146283118263337,[-24463.96242234 -18927.09427305   6213.00076655],"[38301.74003516081, -9171.654163121142, 5691.807796787473]",2020-10-09 17:46:00,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[-21380.64481677917, -16605.989832280207, 0]","[2.3763311299089924, -2.966670299652654, 0]","[-4418.603959675735, -17139.648569410732, 20484.12207188031]","[2.927439763638705, -2.104153417190187, -1.2044571943450444]","[-17698.107281134595, -261.94026192267484, 20484.12207188031]",[[ 26377.48247154 -15047.08473294  21471.46388177]],0.624946505712102,0.4898990563085138,-681841524.6368308,0.27603745340446817,[-15612.57599445 -21641.95844079  14230.37921314],"[26864.139168790563, -6433.848023151681, 3988.992501505979]",2020-10-09 17:46:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
"[23767.55462497545, 11478.794658281568, 0]","[-1.6847792395004388, 3.5154048656265595, 0]","[14838.151423230145, -5259.45630959397, -21185.531886807818]","[1.253846477515483, 3.69075141463125, -0.05268264744684714]","[-1156.5538630684118, -15700.159282410357, -21185.531886807818]",[[-11654.60409576   6648.56493088  -9490.23306363]],-0.6250155740078263,-1.1482905875164178,-92147009.21428502,0.0600746906335966,[ -6772.26887462   9386.26838239 -25744.73563423],"[-11870.040100625836, 2845.1872240431444, -1764.6503324690432]",2020-10-09 17:46:00,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[12078.819813123277, 23530.008229000596, 0]","[-3.4464954123865037, 1.8042462730417694, 0]","[21581.045229081934, -8304.49742384134, 12839.50874030887]","[2.2740331826805122, 1.7729567896446232, -2.611327736517825]","[-2313.8883780119404, -23007.653318327983, 12839.50874030887]",[[-16373.56160871   9337.37886455 -13332.80355832]],0.2086283931092119,-0.3417667736984696,360579604.41946405,-0.117574461866338,[ -4356.5894761  -20578.20229114  -7482.45110204],"[-16676.626145931372, 3995.0098925668262, -2481.44348264925]",2020-10-09 17:46:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[1830.3013983308085, -26450.787969795278, 0]","[3.8653906480867524, 0.34514969109904026, 0]","[18402.3627507601, -18953.04322793584, -2264.8145666325427]","[1.3586918784522242, 1.80469663256719, -3.1555347590243557]","[-13423.808878404132, -22752.27807509933, -2264.8145666325427]",[[ 690.22372671 -393.26920018  556.98750663]],0.7720088401922239,-0.6229179379128907,-15270510.200184619,-0.0024629640073210546,[-17234.77946543 -17702.59522314 -17747.37678098],"[702.3783431131378, -164.58526227411318, 101.35817242497211]",2020-10-09 17:46:00,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[-14432.605399404154, 22526.55463447926, 0]","[-3.2621315685896293, -2.0370767695024807, 0]","[-20992.350819713585, -10019.902479509106, 13216.221989596232]","[2.3419150620414824, -1.5973762074748659, 2.599039674497517]","[-15205.326412458257, 17603.274903477522, 13216.221989596232]",[[ 38029.16953027 -21691.11326299  30959.6339775 ]],1.3608093622107127,1.0687676186149069,-208034866.67965388,0.8296705888235453,[-11866.4057928   -2529.0730264   22102.47239382],"[38731.61126471609, -9276.591015264456, 5755.491292472167]",2020-10-09 17:46:00,"GPS BIIRM-1 (PRN 17)    
",1,0,0
"[-19254.198572854006, 18560.20399568249, 0]","[-2.688692371786553, -2.7518754916961314, 0]","[-322.65314369866974, -20516.54917357299, -17151.455914920585]","[2.861213529267551, -1.6955763146231422, 1.9340019372085324]","[-19874.169849485093, -5103.946300324364, -17151.455914920585]",[[ 25687.69180676 -14653.31295565  20912.79638151]],-1.5615977217300556,-0.5808722291781293,-140492046.1972346,-0.2919339919994669,[-23311.3939005     214.43835422 -15302.61448806],"[26162.029044082326, -6267.4153794568965, 3886.83499265116]",2020-10-09 17:46:00,"GPS BIIRM-2 (PRN 31)    
",0,0,0
"[-1524.403911136063, 26526.257596922143, 0]","[-3.8676977102323002, -0.19255867246686378, 0]","[4855.313758265978, 24117.69468484487, -10036.377871520945]","[-2.5188498518854994, -0.6536483945732648, -2.8678046690816608]","[24543.969367527116, 1682.5089267198427, -10036.377871520945]",[[-35542.53743841  20271.30706169 -28933.94351232]],0.6077240797817899,-0.14030964617834424,-1345070233.5504563,-0.18517818709811018,[22154.61199801 31852.54858928 -5479.97138724],"[-36199.061299109475, 8668.076635768135, -5379.31033361828]",2020-10-09 17:46:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[21056.454490391574, 15745.919819714523, 0]","[-2.320128133357624, 3.151235511296784, 0]","[-25672.666528924856, -1574.189044273613, 5453.841657246787]","[-0.5222255340094892, -2.4329519501479346, -3.020149847731946]","[-8294.434847815155, 24346.7909262769, 5453.841657246787]",[[ 33441.73438635 -19073.26325196  27221.04886605]],-0.3954040063462043,1.0085861043160285,385026508.92092645,0.562827373624029,[-5242.23664093 12559.68065334 21601.73063968],"[34059.08172365085, -8153.901435992997, 5059.394726876401]",2020-10-09 17:46:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-18503.607046929115, 19091.786031386422, 0]","[-2.7817626031870013, -2.690584891163976, 0]","[26548.603029626756, 1407.8716885795975, -263.32888029047535]","[-0.14122520413282502, 2.1341213727951804, -3.2253731016652996]","[8365.210824383548, -25235.563662811797, -263.32888029047535]",[[-34340.59176069  19586.17537518 -27958.5998836 ]],-0.683869861517164,-1.2244146922624266,142972428.54331076,-0.7423632400658535,[  4140.2032281   -5079.49294242 -18155.85735643],"[-34975.27544481951, 8377.423601453953, -5199.276926400602]",2020-10-09 17:46:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-26545.849554772707, 4570.487021420326, 0]","[-0.6573879231853925, -3.762440830485438, 0]","[1182.0896616077744, 20052.081561589883, 17946.815017625413]","[-2.8680353058529873, 1.7807091134513526, -1.7864961298883397]","[19653.013303390715, 4152.3943716222975, 17946.815017625413]",[[-26176.90514051  14932.38451584 -21310.9408513 ]],1.1274238082692325,0.5855274560590531,-406412774.44372165,0.20709162760636463,[21336.43420756 10132.82364664 15662.54351695],"[-26660.25800029722, 6386.684880294963, -3960.763660244641]",2020-10-09 17:46:00,"GPS BIIRM-6 (PRN 07)    
",1,0,0
"[-19602.57689875717, -18093.2349182129, 0]","[2.6275128066671942, -2.82371908945138, 0]","[11083.133696322398, 24174.950093078645, -2088.5656187744407]","[-1.9393788482818257, 1.142521013613654, 3.1321986625405067]","[26242.97123689585, -4309.353222103896, -2088.5656187744407]",[[-43302.53370974  24697.79707121 -35246.22540778]],0.8012990255184227,-0.12761894283922046,-1284836325.1510928,-0.2842359140580629,[24115.44068145 23360.46915564 -4308.19223545],"[-44101.67405206565, 10557.573137852092, -6549.935464584556]",2020-10-09 17:46:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[12046.044630315024, 23549.34718019177, 0]","[-3.449001713151779, 1.798799547620981, 0]","[7841.461790770001, 24962.96585158085, -3878.24144754424]","[-2.2690902490954508, 0.2561268264917802, -3.1491143389938303]","[26147.433028600113, -974.6451344819588, -3878.24144754424]",[[-40280.02284552  22973.61621127 -32791.37317461]],0.7340241709302677,-0.0866314406636196,-1338509054.7588253,-0.2160513434439904,[24206.29083524 26830.56713818 -3138.38487646],"[-41024.119155987544, 9824.250773412163, -6096.63859374943]",2020-10-09 17:46:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-8850.829956359923, -25132.928917096127, 0]","[3.6541379949218014, -1.2483797570699873, 0]","[-19247.76715986002, 16035.774986542236, 9076.270534145913]","[-0.619658293523129, -2.4544866886595256, 2.9159381334751333]","[10386.853507721433, 22797.716865255046, 9076.270534145913]",[[ 3896.75091188 -2223.79742779  3176.98677607]],0.5389037725365301,0.7216153102308402,101802151.62993145,-0.00033786828426535546,[13407.83913063 22423.3674435  22989.21007979],"[3969.1907630149935, -954.6302407718267, 592.1142388973144]",2020-10-09 17:46:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[7748.038301448034, -25321.598880193687, 0]","[3.704600707131448, 1.1720234307563961, 0]","[17249.109804866406, 2373.186276463156, 19951.2321726504]","[-1.7546940066373953, 3.2955284449865405, 1.0762186268952125]","[6841.777017661219, -16011.055224554506, 19951.2321726504]",[[-24205.28216015  13808.30141448 -19704.57759907]],-0.42559073730174357,0.15772468675217935,313301824.316955,-0.07873954012697387,[  6462.65686001 -14257.06370969   2489.61105188],"[-24651.98904325352, 5905.180310493125, -3661.1420778083916]",2020-10-09 17:46:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[-20191.011658546435, 17507.77679230767, 0]","[-2.5379819400534807, -2.8950982898672053, 0]","[-9524.840308674356, 13251.501848885366, -21163.04127123663]","[-3.5855318346102854, -1.0496405513273295, 0.9301411785503888]","[10267.592631325531, 12684.692574670848, -21163.04127123663]",[[-4471.46409279  2552.12508415 -3637.31063385]],0.21437434555660387,-0.13759125787482784,-176912234.31617334,-0.017309600663255074,[ 8039.95560916 36927.99259617 -5233.06330341],"[-4553.460730018819, 1089.8157424037606, -673.4924433079351]",2020-10-09 17:46:00,"GPS BIIF-4  (PRN 27)    
",0,0,0
"[-25390.702401897135, 8201.868235684167, 0]","[-1.1908278980473843, -3.6676119351877743, 0]","[-3480.8762610243193, 22608.84655813918, 13736.155531413642]","[-2.848466712865032, 1.0205994972030468, -2.3904105174443426]","[20888.364712620783, 9324.8411174981, 13736.155531413642]",[[-23568.59586648  13444.23989894 -19187.75139015]],0.9120409668560885,0.5222308830246615,-551097748.0811167,0.09434414776359021,[22649.09053159 17532.94412404 16484.4823676 ],"[-24003.854261939654, 5750.319747415772, -3566.4776422990144]",2020-10-09 17:46:00,"GPS BIIF-5  (PRN 30)    
",1,0,0
"[11956.714384922167, -23689.295478274715, 0]","[3.458430507502735, 1.7533026740820188, 0]","[16659.197941835388, -20593.978930856243, -1582.6859668956185]","[1.5543997580042026, 1.5132848463236799, -3.2138173887718597]","[-15466.647693837045, -21504.038071593168, -1582.6859668956185]",[[ 4843.79228099 -2762.43180586  3938.17975167]],0.7902539605915776,-0.5495218186329791,-115168160.86377835,-0.014740437029322194,[-18996.49253243 -18812.89636492 -16374.1449415 ],"[4932.630948526886, -1177.6429772268164, 729.7786821686758]",2020-10-09 17:46:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[-26575.099690051815, -1169.6584864479576, 0]","[0.17034037803725174, -3.8642695910825324, 0]","[-2461.750008576632, -15648.229613459533, -21369.995820561897]","[3.829121315718351, 0.12543473731451454, -0.5326268798523435]","[-15743.081856446037, -1755.7553364630508, -21369.995820561897]",[[ 22358.56117484 -12754.02658986  18198.73243189]],-1.158800985893734,-0.6416591182362946,87194996.62325157,-0.2905200683412042,[-19382.29653159   8470.17088869 -15803.38467522],"[22770.956571790888, -5452.34135007606, 3380.65283518947]",2020-10-09 17:46:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-14181.66027427958, 22509.152537539103, 0]","[-3.277609416620039, -2.0532017883114206, 0]","[10830.689585466784, -11849.32645100166, -21214.878313441644]","[1.9891913450420704, 3.2200333180188245, -0.795527683427782]","[-8570.472886274529, -13574.143388986995, -21214.878313441644]",[[1363.89487763 -776.822708   1106.47868207]],-1.1915034689290422,-1.0208424486441525,3095524.3963939874,-0.014939028385778557,[-13798.21374351   5499.87141001 -24229.8857922 ],"[1388.7192033040817, -329.1913526503125, 204.545805560913]",2020-10-09 17:46:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[26385.979570769967, 1532.383869830198, 0]","[-0.22460527145951661, 3.886445799093358, 0]","[10874.686264633525, 24005.911444159065, 2006.372999865662]","[-1.983131050758075, 1.1621649096683133, -3.141889946435525]","[26024.909078876255, -4152.913803011129, 2006.372999865662]",[[-42859.81029566  24445.36501246 -34892.12237481]],0.8755921039902484,-0.04274508871586475,-1146279733.0969884,-0.23941048529720896,[24459.22229638 20402.00381043 -1362.30974868],"[-43651.5927995645, 10454.125129995922, -6487.239286060709]",2020-10-09 17:46:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-24547.917917321243, 10487.935813064896, 0]","[-1.522028157421944, -3.54121348377791, 0]","[-25897.00141493156, 984.4550526202584, -6401.034108557313]","[-0.843846567347403, -2.2166055596392846, 3.0383129222362775]","[-5885.73441407189, 25238.501628317925, -6401.034108557313]",[[ 30635.05374269 -17472.18487062  24942.32867325]],-0.18316912863007545,0.5345926867887392,695407421.6761584,0.37555213695738227,[-4320.3962338  23322.54389936 14044.29097034],"[31201.399827530993, -7473.526448908842, 4639.058072700765]",2020-10-09 17:46:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[25411.34330241802, 7183.814562982868, 0]","[-1.0538818928060871, 3.751086468246942, 0]","[13376.34500520231, 22181.089379787903, -5139.672006687741]","[-1.6099509701491304, 1.7000345846376466, 3.114363020105659]","[24925.08755040311, -7047.506110467747, -5139.672006687741]",[[-43653.99482346  24898.41981938 -35532.84608891]],0.771127937056254,-0.25913867058279827,-1244736389.381492,-0.37806990825752584,[22073.39705328 22712.5459832  -8396.14258087],"[-44459.67253515663, 10643.76416379529, -6603.357084336673]",2020-10-09 17:46:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[-23400.61426705877, -12775.025220665211, 0]","[1.8562651599231539, -3.3836669741337757, 0]","[-26178.318830123673, 347.2254789508461, 5036.375200426062]","[-0.6126546074468002, -2.2558947402724314, -3.07091448734307]","[-6574.618275643253, 25341.652212008947, 5036.375200426062]",[[ 31704.78872537 -18082.47128482  25806.98008539]],-0.23136913336547965,0.9675038443799718,450168500.4769046,0.43997813220803755,[-3480.73605109 14774.67340091 22031.29174397],"[32290.0594132639, -7730.141284845287, 4796.557680893598]",2020-10-09 17:46:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[23685.747848485862, 11969.831159096191, 0]","[-1.747298931594315, 3.4610393493411142, 0]","[26466.008150588328, 1073.5506307432115, -1639.9422964074201]","[0.10723486914067815, 2.233643071989833, 3.167204799792777]","[8020.9450081845935, -25244.138716927057, -1639.9422964074201]",[[-33821.19166549  19289.84202153 -27529.53977528]],-0.6932682503932921,-1.2827193358165414,120214054.54188293,-0.644085094484504,[  3619.58831991  -4356.51190338 -19114.40460297],"[-34445.47388263795, 8246.258913244836, -5116.424884008097]",2020-10-09 17:46:00,"GPS BIII-1  (PRN 04)    
",0,0,0
"[1358.4823415586427, -26524.66308805915, 0]","[3.8688351999431467, 0.20179129592976425, 0]","[8420.490243690594, 13549.173838106693, -21234.84067677577]","[-2.598544527974688, 2.7751376506462853, 0.7448374906852933]","[15291.216689358029, -4545.707843496079, -21234.84067677577]",[[-26878.3060563   15332.98119294 -21880.19849585]],0.35777485409684573,-0.5216493573683185,-861533242.6700644,-0.15613222271931365,[ 10799.29960345  28885.59239556 -17724.44981889],"[-27374.31697675935, 6556.895629592186, -4065.319421622685]",2020-10-09 17:46:00,"GPS BIII-2  (PRN 18)    
",0,0,0
