Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[21588.110013338042, 14997.033780719401, 0]","[-2.210342156327299, 3.2303811062183745, 0]","[-25534.63107911768, -1002.3934885553399, 6159.167079685711]","[-0.654055521001863, -2.439585016331713, -2.990252641999842]","[-7492.987164337555, 24431.072846021587, 6159.167079685711]",[[ 32402.2847152 -18858.0229941  26508.3008555]],-0.33017554085407996,1.0260898493609252,382654261.96334624,0.49881280130290356,[-4350.82184433 12694.93743086 22150.54027794],"[32970.405189032586, -8251.997040131066, 4721.728820677931]",2020-10-09 17:44:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-17824.545841847972, 19725.979823501875, 0]","[-2.8742714041605884, -2.591736285839181, 0]","[26566.275447787444, 894.7240467540241, 511.0696408401109]","[-0.005969348301159583, 2.1399848579549428, -3.224742199729331]","[7652.466685102465, -25455.987034899095, 511.0696408401109]",[[-33566.18365412  19535.65074508 -27466.35952383]],-0.5091383330581994,-1.1856219382130149,184922051.7943831,-0.6928521461251336,[  3513.44124655  -6293.91805758 -17779.28360968],"[-34155.45296728946, 8552.745952600166, -4895.22275007127]",2020-10-09 17:44:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-26369.50289039172, 5484.90085348241, 0]","[-0.7889853261653665, -3.7374335548357496, 0]","[1880.5249681134105, 19605.835272503544, 18371.436230482017]","[-2.8604186784563095, 1.8793360085848438, -1.6961746880823059]","[19435.6038010026, 3190.9960480538675, 18371.436230482017]",[[-26355.56057885  15341.53899992 -21564.81364638]],1.1660737678298596,0.5877016219323971,-383332868.30226886,0.22935595500415482,[21057.37335339  9020.37088576 15262.09505804],"[-26817.761615873816, 6716.256098411391, -3840.9535107281054]",2020-10-09 17:44:00,"GPS BIIRM-6 (PRN 07)    
",1,0,0
"[-20225.20782753547, -17400.121205508392, 0]","[2.526508503227389, -2.913731387717391, 0]","[11544.77432125589, 23884.180824346637, -2843.8252151930647]","[-1.881993900841326, 1.2644004091648384, 3.119690109473961]","[26041.083650862678, -5059.433769463698, -2843.8252151930647]",[[-43289.62649467  25195.04258251 -35413.9537416 ]],0.7956699382474405,-0.16037755733552084,-1285244086.3933504,-0.2987634220690256,[23723.11050594 23240.6919345  -5372.30623753],"[-44048.391926413475, 11024.228014120023, -6306.920982563581]",2020-10-09 17:44:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[12868.887483651808, 23101.568438990267, 0]","[-3.3843597474735976, 1.9198349587468961, 0]","[8382.860415157938, 24885.711221742025, -3117.652587489916]","[-2.226996129618368, 0.3854589474481378, -3.1672648780364483]","[26201.535060193, -1746.5772932899272, -3117.652587489916]",[[-40648.52441304  23657.61210695 -33258.71311669]],0.754603836040981,-0.08925003879233472,-1318561359.8548224,-0.21854328950365545,[24262.25168695 25804.51151706 -3169.59785763],"[-41361.73845369001, 10355.259140938539, -5926.049935345388]",2020-10-09 17:44:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-9720.329517690541, -24818.876554969465, 0]","[3.6073084441436407, -1.374340698554033, 0]","[-19087.791657635004, 16613.725520937533, 8372.68017620209]","[-0.7163271002243783, -2.372156414402589, 2.959938512534473]","[11185.587088812106, 22698.949480734376, 8372.68017620209]",[[ 2978.8219428  -1734.88494711  2442.04439284]],0.5413214751689716,0.6870598056882099,81787202.34629396,-0.00024300479137553998,[14088.24958811 23432.48286743 22431.14112324],"[3031.563734705404, -763.0569719858397, 436.7070751772308]",2020-10-09 17:44:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[6863.98601636361, -25584.490629286054, 0]","[3.7418218446992126, 1.0423520108779363, 0]","[17655.19278143, 1589.4865305559779, 19683.703036079984]","[-1.6657835115128572, 3.3056227715389777, 1.177179602738835]","[6047.47200648967, -16663.144418476382, 19683.703036079984]",[[-23620.56637136  13750.09420075 -19325.74211206]],-0.353395708610487,0.11355917623674334,329052810.8985771,-0.11548897075451083,[  5564.29872505 -15084.2461823    1833.67154367],"[-24034.56748353327, 6018.821699389865, -3441.089997977632]",2020-10-09 17:44:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[-19567.842601444267, 18194.089581714936, 0]","[-2.6379777618198355, -2.805305727241354, 0]","[-8655.960789080347, 13496.150493714518, -21374.13447256468]","[-3.6312574618180258, -0.9823684960639496, 0.8231575056336977]","[10836.71579961549, 11816.823854549544, -21374.13447256468]",[[-5808.89729881  3382.66434593 -4750.0638188 ]],0.22544578615427535,-0.1573347222765714,-230594866.82560042,-0.021522200838154298,[ 8462.46126071 36898.46141258 -6005.76977143],"[-5910.218209360643, 1479.109670577004, -843.5914048549018]",2020-10-09 17:44:00,"GPS BIIF-4  (PRN 27)    
",0,0,0
"[-25087.890838358275, 9081.711118781233, 0]","[-1.3186449947988876, -3.6238480292319104, 0]","[-2791.5247330612647, 22348.803927127192, 14304.47818880183]","[-2.864349044999217, 1.1344369880482994, -2.3194086379584213]","[20893.872050984788, 8408.790520969422, 14304.47818880183]",[[-23977.5922548   13957.07026522 -19619.36377968]],0.9401557230895125,0.5249544080557988,-540997251.4660343,0.10781665334028741,[22613.82891202 16510.27376287 16216.19270565],"[-24398.157870158437, 6110.287039736313, -3494.767374493006]",2020-10-09 17:44:00,"GPS BIIF-5  (PRN 30)    
",1,0,0
"[11121.67905971515, -24094.44720680133, 0]","[3.517358363935847, 1.6312928994771898, 0]","[16276.992551844553, -20943.577321648307, -812.5353826010596]","[1.6384982292679795, 1.4072239226465248, -3.2199333484485635]","[-16089.870746387245, -21087.67357783253, -812.5353826010596]",[[ 5709.90565929 -3323.07808171  4666.7596699 ]],0.7835785227329294,-0.513371531086229,-141666163.8635433,-0.015342662248239668,[-19455.56118129 -19526.49459345 -15540.69864439],"[5809.434582400559, -1450.9101349606476, 828.9867404862567]",2020-10-09 17:44:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[-26599.780200750498, -240.26635924645646, 0]","[0.034990559044200294, -3.867858375155962, 0]","[-3380.473778329002, -15668.80234376474, -21228.920481213514]","[3.8142506879774443, 0.04572125954203797, -0.6410569437856722]","[-16012.458092267376, -734.9528538065765, -21228.920481213514]",[[ 23393.40487107 -13616.91308927  19137.33107859]],-1.1439033079037257,-0.6098767441810691,94941337.01447716,-0.30321499828491316,[-19500.00732095   8869.88798392 -14968.68698768],"[23803.207785616552, -5958.482363086277, 3406.912618949383]",2020-10-09 17:44:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-13384.06210176754, 22989.536940859973, 0]","[-3.34786560150797, -1.9372400125986313, 0]","[10345.26064748259, -12617.09843518341, -21010.386391298856]","[2.043162065038464, 3.1576760762967693, -0.903146458413183]","[-9555.23769745789, -13225.468737724921, -21010.386391298856]",[[ 2887.74460807 -1679.61584812  2358.71760295]],-1.2501349147552674,-0.9946810845182434,3581646.974401759,-0.033780988882264475,[-14695.69093156   4880.78598045 -23836.64543121],"[2938.015174872562, -732.0633205723047, 418.9694120266029]",2020-10-09 17:44:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[26423.46883106316, 598.9157053904698, 0]","[-0.08778515778827302, 3.8919676179021994, 0]","[11343.7594691008, 23712.13798734644, 2758.9922552551106]","[-1.9255669106567146, 1.285794089467351, -3.129543705526736]","[25823.393224875905, -4909.045648311439, 2758.9922552551106]",[[-42862.24055543  24946.37779231 -35070.55427561]],0.9012040277371751,-0.04480877347626275,-1102702483.192878,-0.24132808950374948,[24264.7825019  19207.77829476 -1387.62710583],"[-43614.32456187785, 10919.867363817228, -6248.909375703405]",2020-10-09 17:44:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-24166.357115560695, 11334.57764167374, 0]","[-1.6450231710038747, -3.4861153582749957, 0]","[-25677.982965437837, 1517.800252265395, -7129.020954720852]","[-0.9740643893475566, -2.2102877485238226, 3.0041518201434023]","[-5093.059940381653, 25213.553244689105, -7129.020954720852]",[[ 29565.06657423 -17206.44988726  24192.97244636]],-0.14811324053934816,0.5015027863517861,706479529.1574478,0.33150945508199675,[-3639.85138022 24394.82052293 13522.64744153],"[30084.244201371777, -7533.3319519722545, 4312.527418874957]",2020-10-09 17:44:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[25648.400138406047, 6279.188144228449, 0]","[-0.9212206370524957, 3.7860654023045934, 0]","[13754.345013884289, 21759.303291489523, -5883.820775517922]","[-1.5394611466005754, 1.8141986020641527, 3.0857222012091383]","[24551.25244177375, -7738.558653411422, -5883.820775517922]",[[-43377.00320627  25246.06117142 -35485.97954104]],0.7631405589542335,-0.29349475187189694,-1230869801.7998521,-0.38606755680478055,[21520.89268857 22500.87358229 -9409.94709938],"[-44137.35117287393, 11046.978684487578, -6319.909709038133]",2020-10-09 17:44:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[-23833.871436873786, -11951.369617246928, 0]","[1.7364640273498821, -3.4463807822323864, 0]","[-26014.590910620067, 890.9365936529939, 5773.7297422597885]","[-0.7450318796102338, -2.2527544286174286, -3.04349680419249]","[-5785.119147941837, 25378.83182309507, 5773.7297422597885]",[[ 30676.84486011 -17853.6731871   25096.48774658]],-0.17354963832040596,0.9819522112959821,443095886.652846,0.38740506695937754,[-2602.792489   14846.52062001 22568.24785717],"[31214.701030692228, -7812.3077166804815, 4470.242106805588]",2020-10-09 17:44:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[24089.805242273884, 11133.43521066471, 0]","[-1.625228234255176, 3.5200701880480243, 0]","[26424.122191415652, 537.8386726092394, -2397.622192117882]","[0.24237374800263423, 2.2377603022701438, 3.1568884582873125]","[7271.106959908197, -25409.732537006246, -2397.622192117882]",[[-32941.19532882  19171.81459072 -26948.78653119]],-0.5531772675248036,-1.3107715644082638,126748291.36619224,-0.53551805673379,[  2761.79110197  -4472.6422619  -19758.1472441 ],"[-33518.69393849107, 8389.061609485638, -4799.878953239217]",2020-10-09 17:44:00,"GPS BIII-1  (PRN 04)    
",0,0,0
"[429.9802532362646, -26556.821344369593, 0]","[3.8733983039830906, 0.06635974382284629, 0]","[9038.418867618982, 12875.460962378591, -21400.447012029246]","[-2.5540000727613013, 2.842557220383989, 0.6360582631154414]","[14757.376045756415, -5448.8863875475145, -21400.447012029246]",[[-26673.9993544   15527.39231118 -21823.83110765]],0.3473760527393051,-0.555630901707757,-828962632.8194344,-0.14727215772952149,[ 10138.81878377  28003.3188345  -18491.18449507],"[-27141.52091213209, 6796.646683731417, -3885.943642140781]",2020-10-09 17:44:00,"GPS BIII-2  (PRN 18)    
",0,0,0
"[11608.256386128129, 23833.443300055158, 0]","[-3.4828126001109654, 1.7130041352157825, 0]","[-26398.027905612176, -1156.519826706758, -2142.7133377994687]","[0.3394660313575968, -2.195152842793398, -3.18283420634636]","[-7972.885021091701, 25191.794693024487, -2142.7133377994687]",[[ 33774.35717735 -19459.79405377  27560.31731428]],-0.3007455411243138,0.7121559412589764,596038357.2645651,0.5406783321021954,[-5818.55627126 18760.25793825 16956.51514606],"[34382.05787628548, -8417.537729142625, 5014.998264062563]",2020-10-09 17:45:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-26776.36493346997, -3270.99593112026, 0]","[0.4698002799198765, -3.7848513243340816, 0]","[15225.92877447252, 9735.849849410079, -20026.418903443453]","[-2.8566378889825623, 2.3016594054394277, -1.042974497726441]","[13356.211319706626, -12174.863388100464, -20026.418903443453]",[[-30484.21963247  17566.45586302 -24879.14972624]],0.36098134174038965,-0.7739137493514293,-726898653.6753014,-0.20131798304977236,[  8094.37593288  21440.71258905 -22397.30621828],"[-31032.902922210153, 7601.710351314511, -4527.279095385022]",2020-10-09 17:45:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
"[-26521.472927776405, -3131.570055089698, 0]","[0.4542733033812065, -3.8259061882741823, 0]","[1341.132480117846, -24473.493473186507, -10603.996329562828]","[2.4244324225528318, 1.3035897480426044, -2.695682398375667]","[-23285.35449737909, -7651.325704916573, -10603.996329562828]",[[ 28402.637859   -16363.94217623  23173.96959839]],1.2517430905881666,-0.429817090029641,-434396604.46245503,-0.17652907932654213,[-26125.47883816  -8630.2645039  -12612.4241898 ],"[28913.400813681314, -7076.092609755108, 4215.9280777157455]",2020-10-09 17:45:00,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[-20158.31342854467, -17852.813583189276, 0]","[2.568869548606242, -2.828277933474265, 0]","[18044.0443422046, 6209.282789651856, 18998.363722548303]","[0.5461288138990734, 3.3818919579222513, -1.6919801802337684]","[10682.57675941339, -15812.187791844415, 18998.363722548303]",[[-29813.95432489  17178.4143757  -24334.39569294]],-0.7597968055027061,0.1333053355544686,248520522.33593696,-0.06508819837022568,[ 10138.98052351 -10671.88332893   1974.00486822],"[-30351.099322074806, 7434.955453284034, -4430.60934305675]",2020-10-09 17:45:00,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[-14158.114314165123, -22657.30851233313, 0]","[3.285544011305114, -2.008928076819027, 0]","[-6597.187117791864, -24406.37433960291, 8637.814751661695]","[2.4689413270810174, 0.4095181099395646, 2.92698054471116]","[-25282.265743559885, 32.01787008559313, 8637.814751661695]",[[ 37948.66202165 -21864.26265033  30970.39900353]],0.9256205192406531,0.200263015680017,-947611469.8686064,0.33582257552478,[-24590.67114424 -18507.43116394   6247.2425439 ],"[38632.05084708339, -9460.150425743386, 5637.911065546408]",2020-10-09 17:45:00,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[-21670.448596230755, -16237.577614115347, 0]","[2.3230145809611114, -3.0073454502007237, 0]","[-4778.966295978205, -16877.527906908363, 20629.537125920517]","[2.9160490967976056, -2.146282006082241, -1.1535400364245625]","[-17539.550807379997, 231.5698207927744, 20629.537125920517]",[[ 26430.99263534 -15231.27525462  21569.14891778]],0.625350615370956,0.509868472603582,-674293419.7836888,0.2777080880105523,[-15375.37226078 -21295.00737921  14687.33224921],"[26906.39429637461, -6589.860263278387, 3923.571860901945]",2020-10-09 17:45:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
"[23963.45797303899, 11060.745033018007, 0]","[-1.6235046398293904, 3.544339941336072, 0]","[14687.411513276791, -5695.726419307797, -21176.072400402816]","[1.2917498556361415, 3.676687705967244, -0.10706427299094812]","[-1685.6841656883234, -15662.688954885241, -21176.072400402816]",[[-10906.13184974   6285.07165005  -8903.31694803]],-0.6793336480137954,-1.1470449184565268,-80347634.00321203,0.06335911815129293,[ -7286.58599292   9022.96695525 -25711.13491712],"[-11102.700248414667, 2721.6673860008013, -1621.0866651903284]",2020-10-09 17:45:00,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[12491.910411440485, 23309.09173669563, 0]","[-3.4146195238034394, 1.8650110793025712, 0]","[21303.868192925565, -8516.674183916004, 13151.92169154839]","[2.329668178571502, 1.7511344983201833, -2.5776087687632576]","[-2691.4143420521914, -22784.749899349845, 13151.92169154839]",[[-15734.50210736   9064.32292096 -12844.72132773]],0.21910285562551324,-0.32010776855365997,353403645.3646464,-0.10828376673478014,[ -4658.63643668 -20920.99233298  -7105.36665813],"[-16018.472053548392, 3924.177083750071, -2340.9511912997846]",2020-10-09 17:45:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[1373.6966431063695, -26487.59419013459, 0]","[3.8694334105467747, 0.27835438983686256, 0]","[18239.21954738069, -19163.27457729671, -1891.947733451783]","[1.4049246419589287, 1.7566031943323397, -3.160779659051718]","[-13768.615842183786, -22590.383795163507, -1891.947733451783]",[[1144.08722192 -658.83244694  928.79894903]],0.7685005293691288,-0.6038622439575088,-26004577.441931933,-0.0038164571279379993,[-17504.39128209 -18106.18301168 -17372.52315177],"[1164.0876783423666, -281.49467278359873, 166.82345281929318]",2020-10-09 17:45:00,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[-14038.748133247815, 22767.769527534947, 0]","[-3.2977260475757055, -1.9804503440885903, 0]","[-21270.39856503023, -9826.598211084807, 12902.166131715365]","[2.2890786686982385, -1.6221880290099595, 2.631692515722038]","[-15013.70522707561, 17988.344639566418, 12902.166131715365]",[[ 38039.31648847 -21918.00075564  31045.72225604]],1.4089293864487238,1.080665150916595,-184494352.8114362,0.8315532154278384,[-11670.77328702  -1905.78594922  22163.25618174],"[38724.32402639583, -9484.725430488917, 5651.217297683317]",2020-10-09 17:45:00,"GPS BIIRM-1 (PRN 17)    
",1,0,0
"[-18925.17235372587, 18891.0964674805, 0]","[-2.7369511951120344, -2.7045369023102777, 0]","[-669.601271824431, -20307.770964261097, -17383.37559169016]","[2.8599592904751088, -1.7471783712975633, 1.890349781410407]","[-19784.805621226093, -4627.6769474991925, -17383.37559169016]",[[ 25793.78497789 -14863.80245003  21051.89162588]],-1.537713292861393,-0.5774283536219282,-129045348.5092453,-0.2985601682315838,[-23194.01728546    767.60852723 -15119.1546892 ],"[26258.11996488317, -6432.749595167133, 3831.072418840815]",2020-10-09 17:45:00,"GPS BIIRM-2 (PRN 31)    
",0,0,0
"[-1057.4410681013858, 26545.389170134862, 0]","[-3.8710089343343594, -0.12449329147141833, 0]","[5158.519703769024, 24192.840104895975, -9688.757914778571]","[-2.5060068970194935, -0.5916892238732472, -2.8931024945136024]","[24702.410756199464, 1301.8220720350073, -9688.757914778571]",[[-35918.85448272  20694.75297179 -29313.77255781]],0.6167867057888069,-0.14201680941297792,-1350148561.549609,-0.1867654785819928,[22308.15401163 31461.18520515 -5514.37039715],"[-36565.68389956297, 8954.071597693992, -5336.318476439063]",2020-10-09 17:45:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[21325.524502915698, 15373.768111765996, 0]","[-2.265583278098671, 3.191285950634, 0]","[-25607.51048547882, -1288.462591467408, 5807.410108240338]","[-0.5882221800127887, -2.436636106917475, -3.0056567931354574]","[-7894.98822448764, 24394.1363866139, 5807.410108240338]",[[ 32926.16061679 -18970.58003366  26868.70362749]],-0.36300048226159254,1.0176610818359424,383952513.3227066,0.5304029063617006,[-4797.01029052 12629.28402712 21880.52012083],"[33518.73289837268, -8206.170572113955, 4889.784075369778]",2020-10-09 17:45:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-18166.847877091386, 19411.854300459905, 0]","[-2.828448702383719, -2.641564908801731, 0]","[26561.498750572908, 1151.4700691606367, 123.89501525072774]","[-0.07360936204736657, 2.1373797339490013, -3.2255506141048085]","[8010.46492458403, -25350.967454692298, 123.89501525072774]",[[-33958.13756131  19565.40756525 -27716.71201296]],-0.5922557244516861,-1.2062966759859093,164259183.08424315,-0.7181881158066021,[  3827.77030787  -5689.0806531  -17971.30255231],"[-34570.02492665347, 8467.717312239996, -5046.932404511661]",2020-10-09 17:45:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-26461.69052503332, 5028.438522084052, 0]","[-0.7232890764752854, -3.7505070383586885, 0]","[1531.5260141134027, 19831.973019435183, 18161.87032322128]","[-2.8646616173881725, 1.8302946056022504, -1.7416043200143982]","[19549.192620731552, 3671.756208280488, 18161.87032322128]",[[-26270.85253003  15138.71723056 -21441.12228695]],1.1464810249752075,0.5866360726754138,-395065717.1453477,0.2180176105660379,[21202.07478995  9578.21669647 15464.26214443],"[-26743.757781489006, 6551.6328572756665, -3901.8359459311355]",2020-10-09 17:45:00,"GPS BIIRM-6 (PRN 07)    
",1,0,0
"[-19916.93925982489, -17749.400040193497, 0]","[2.577400672965781, -2.8691688366011796, 0]","[11315.684507231872, 24033.247640267335, -2466.569127503255]","[-1.9109763629674443, 1.2036507238183212, 3.1264226069357894]","[26147.423390630396, -4685.505099424968, -2466.569127503255]",[[-43303.38417432  24950.02968455 -35335.50021507]],0.7985337067354354,-0.14395373066167672,-1285487514.6481693,-0.291686657009132,[23924.39211387 23303.98602351 -4841.31043923],"[-44082.47162169423, 10791.923609405027, -6429.564757069519]",2020-10-09 17:45:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[12459.43258350055, 23329.089889220482, 0]","[-3.4172195038508097, 1.8595981211752486, 0]","[8113.4418230987885, 24928.229683696194, -3498.474236321301]","[-2.248397646870843, 0.3208327884920603, -3.158681473835397]","[26180.01246271617, -1360.7060049645906, -3498.474236321301]",[[-40471.71762937  23318.23481036 -33030.21330192]],0.7442395621672199,-0.08792781338256399,-1329049381.1825125,-0.21728522026091998,[24239.62595769 26321.84113064 -3154.42454913],"[-41200.59802997413, 10089.833307540186, -6013.028714108967]",2020-10-09 17:45:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-9286.930304073363, -24979.691646046016, 0]","[3.6312683897278113, -1.3115660796593804, 0]","[-19170.68243858795, 16327.180638080521, 8725.83385439817]","[-0.6680995906470903, -2.413680717485275, 2.9383845954140257]","[10787.926138688254, 22753.29739567219, 8725.83385439817]",[[ 3437.25581534 -1981.65998389  2809.98300032]],0.5401496066944946,0.7042158725877834,92092961.37078476,-0.0003009659890189093,[13750.52575186 22931.56923739 22714.69998759],"[3499.6248341925952, -861.1359590384372, 513.0596653189724]",2020-10-09 17:45:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[7307.165482883891, -25456.87869302901, 0]","[3.7237767903137553, 1.1073461435872454, 0]","[17454.767638708345, 1981.679128698147, 19820.4786696847]","[-1.710491183917912, 3.3010753429799906, 1.126876459735315]","[6446.99983322275, -16341.118647168676, 19820.4786696847]",[[-23916.20910057  13782.44331935 -19518.13132943]],-0.38906457945129086,0.13541782767056287,321378471.73418677,-0.09854616217462975,[  6015.70302425 -14673.81141683   2160.82247316],"[-24346.49002163385, 5963.946584507079, -3550.8282174527617]",2020-10-09 17:45:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[-19882.411125769064, 17853.66383739786, 0]","[-2.5883685624186143, -2.850636277133511, 0]","[-9091.741092329623, 13375.860896614326, -21271.81641932306]","[-3.608939517271786, -1.0161604149671315, 0.8767853620781538]","[10555.568528303254, 12253.708983806704, -21271.81641932306]",[[-5142.78282226  2964.92153833 -4194.36778305]],0.21996093523135687,-0.14746248380908686,-203845948.69354847,-0.019480315277315533,[ 8254.51285774 36919.9919268  -5619.51939061],"[-5234.799167157407, 1281.384605724868, -760.7985698833397]",2020-10-09 17:45:00,"GPS BIIF-4  (PRN 27)    
",0,0,0
"[-25243.15324308161, 8643.106675595562, 0]","[-1.2549250179448503, -3.6462879655660934, 0]","[-3136.682026443508, 22482.26002495625, 14022.45658558681]","[-2.8568438380365277, 1.0776800815729515, -2.355271036494451]","[20896.114254425727, 8868.100080104276, 14022.45658558681]",[[-23777.6182352   13701.72088543 -19406.52013923]],0.9259688804335547,0.5235921393394086,-546325079.11837,0.10094376576456639,[22636.81522805 17024.57075286 16352.74515896],"[-24205.709884075917, 5929.865010664652, -3531.9024395611964]",2020-10-09 17:45:00,"GPS BIIF-5  (PRN 30)    
",1,0,0
"[11540.968578326067, -23895.51822509839, 0]","[3.4884282212227586, 1.6925547641763077, 0]","[16470.615694054544, -20771.948322705673, -1197.8015317772133]","[1.596694076140118, 1.4604761153939798, -3.2173670334517417]","[-15781.425852357788, -21300.272686726905, -1197.8015317772133]",[[ 5278.8224077  -3041.2905294   4303.11976577]],0.7868269257048692,-0.531355487442056,-128266628.3089431,-0.01512562378844833,[-19229.722106   -19174.85106208 -15960.7431543 ],"[5373.24318399565, -1312.3169641435325, 780.889849352315]",2020-10-09 17:45:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[-26591.50693195683, -705.0673091601665, 0]","[0.10268067129837001, -3.866655363289282, 0]","[-2921.5616303852194, -15660.911225507432, -21302.715743524128]","[3.8222705254331886, 0.08559079349513449, -0.5869320788520783]","[-15882.280994042741, -1246.1192557827762, -21302.715743524128]",[[ 22881.15483397 -13185.09841408  18670.89025936]],-1.1514625863524612,-0.6258615812038277,91003308.6923733,-0.2971764748311218,[-19446.11228739   8668.56453307 -15388.84197432],"[23292.590194496603, -5703.454290083105, 3396.028468384598]",2020-10-09 17:45:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-13784.97092168724, 22752.83717184736, 0]","[-3.313243664523732, -1.9955302844135847, 0]","[10589.596533894288, -12235.093354106957, -21115.869826885748]","[2.0164844369867416, 3.1893456470693584, -0.8494642755457211]","[-9064.92657193061, -13403.88639088994, -21115.869826885748]",[[ 2128.10948446 -1225.06681872  1732.87103531]],-1.2216185589479827,-1.0079888848182428,3728203.249255039,-0.02412277106305296,[-14249.92878478   5188.35607946 -24038.45164993],"[2166.0516991818436, -527.0232831363618, 314.2227243914743]",2020-10-09 17:45:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[26408.828769111224, 1065.8148236618756, 0]","[-0.1562197611597026, 3.889811264019556, 0]","[11110.950075434208, 23862.73334307711, 2383.053506109033]","[-1.9546528908686627, 1.224169523006723, -3.1362042884082793]","[25929.587105838993, -4532.081939054485, 2383.053506109033]",[[-42868.37409423  24699.46866245 -34986.77619812]],0.8882472882389323,-0.04377461396942283,-1124858564.2044907,-0.24035514445278566,[24367.25735462 19807.80314567 -1375.50773509],"[-43640.44633222167, 10687.997843856494, -6369.238800601097]",2020-10-09 17:45:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-24360.833558616803, 10912.934410107842, 0]","[-1.5837655325493638, -3.5141992150850774, 0]","[-25791.40927253313, 1251.3294406783243, -6766.072086338621]","[-0.9090927004677202, -2.2137833286833923, 3.021692112210597]","[-5490.112532165356, 25231.35513634924, -6766.072086338621]",[[ 30103.74844601 -17344.11805726  24571.37067789]],-0.16527934570985428,0.5179759410671111,701420324.2045488,0.3529951570430623,[-3980.29333081 23862.5314288  13786.59359382],"[30646.33299301905, -7506.672884525885, 4474.899891598027]",2020-10-09 17:45:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[25533.853199273643, 6732.546221632441, 0]","[-0.9877072266485075, 3.769162953312835, 0]","[13567.461861793136, 21973.619476757114, -5512.609504394767]","[-1.5749526255961124, 1.7573888207652817, 3.100526357568461]","[24743.30044038153, -7394.934590484631, -5512.609504394767]",[[-43522.62712244  25076.51528198 -35514.94871845]],0.7672090345734447,-0.2762686029445683,-1238226174.5498157,-0.3823905085626114,[21801.83636464 22609.73322317 -8905.01549617],"[-44305.71016337691, 10847.06276744113, -6462.376457107237]",2020-10-09 17:45:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[-23620.85451377228, -12365.087704261594, 0]","[1.7966361331932172, -3.4155477524122353, 0]","[-26100.44544862885, 619.1758885442987, 5405.879252912783]","[-0.6789505410450747, -2.2546692300270754, -3.0576724268775872]","[-6180.835725482894, 25365.604686906234, 5405.879252912783]",[[ 31194.7869652  -17972.89681119  25455.62572086]],-0.2025402553280964,0.9749941866085938,446753935.31797534,0.4132881348408638,[-3041.93075626 14812.95964158 22304.21404897],"[31756.187937832758, -7774.4027956133905, 4632.608558898687]",2020-10-09 17:45:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[23891.43341700298, 11553.399335835888, 0]","[-1.6865220299657984, 3.49108881669678, 0]","[26449.112466079332, 805.8168011857651, -2019.0928586852415]","[0.17483065650060237, 2.236043846219908, 3.1625306074336947]","[7647.484172545263, -25332.21026264894, -2019.0928586852415]",[[-33385.72311107  19235.51197682 -27243.33081607]],-0.6256993915836969,-1.2975041307839785,123560364.06205916,-0.5885875312500167,[  3191.41812586  -4416.89164332 -19440.29951488],"[-33986.49574043468, 8320.53460635496, -4957.653169301243]",2020-10-09 17:45:00,"GPS BIII-1  (PRN 04)    
",0,0,0
